teamname,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,plate_diff
SK Gaming,0.375,0.25,4.0625,4.90625,-0.84375
SK Gaming Avarosa,0.0,0.0,3.0,10.0,-7.0
SN CyberCore Esports,0.21428571428571427,0.32142857142857145,3.1785714285714284,5.071428571428571,-1.8928571428571428
SPIKE Syndicate,0.56,0.58,4.18,4.1,0.08000000000000007
Saigon Dino,0.7659574468085106,0.723404255319149,5.212765957446808,3.723404255319149,1.4893617021276593
Saigon Secret,0.5945945945945946,0.4864864864864865,3.5945945945945947,3.5675675675675675,0.027027027027027195
Senshi eSports,0.6153846153846154,0.41025641025641024,4.538461538461538,3.5384615384615383,1.0
Seven Dark,0.047619047619047616,0.14285714285714285,2.7142857142857144,4.714285714285714,-2.0
Shopify Rebellion,0.391304347826087,0.32608695652173914,2.6956521739130435,3.8260869565217392,-1.1304347826086958
Sicar Esports,0.6,0.6,3.84,3.04,0.7999999999999998
Silent Storm Esports,0.1,0.1,5.4,6.6,-1.1999999999999993
Skillcamp,0.3611111111111111,0.2222222222222222,2.7777777777777777,4.638888888888889,-1.8611111111111116
Solary,0.24528301886792453,0.4528301886792453,4.09433962264151,3.1320754716981134,0.9622641509433962
Soul's Heart Esport,0.4,0.2,3.4,5.0,-1.6
Spirit Quartz Gaming,0.38235294117647056,0.35294117647058826,3.7941176470588234,4.205882352941177,-0.41176470588235325
Sponge Gaming,0.4,0.5,5.4,4.3,1.1000000000000005
Sportia Khore,0.5,0.5,2.5,3.0,-0.5
Stellae Gaming,0.5,0.5,3.347826086956522,3.0652173913043477,0.2826086956521743
StormMedia Fajnie Mieć Skład,0.5510204081632653,0.6122448979591837,4.510204081632653,3.938775510204082,0.5714285714285716
Str1ve eSports,0.0,0.0,3.0,10.0,-7.0
Supernova,0.48484848484848486,0.5151515151515151,4.96969696969697,4.0,0.9696969696969697
T1,0.5641025641025641,0.6239316239316239,4.47008547008547,3.358974358974359,1.1111111111111112
T1 Esports Academy,0.5700934579439252,0.616822429906542,4.373831775700935,3.121495327102804,1.2523364485981308
T1 Esports Academy Rookies,0.7424242424242424,0.696969696969697,4.96969696969697,2.712121212121212,2.257575757575758
Tan'i eSports CZ,0.5416666666666666,0.5,4.020833333333333,3.1666666666666665,0.8541666666666665
Team BDS,0.6428571428571429,0.5238095238095238,3.380952380952381,3.9761904761904763,-0.5952380952380953
Team BDS Academy,0.4827586206896552,0.5172413793103449,3.1379310344827585,4.482758620689655,-1.3448275862068964
Team Blaze 1,0.0,0.0,2.5,6.0,-3.5
Team Evermeet,0.4090909090909091,0.5454545454545454,4.136363636363637,3.8636363636363638,0.27272727272727293
Team Flash,0.45,0.475,4.875,3.525,1.35
Team Heretics,0.29545454545454547,0.2727272727272727,3.022727272727273,4.409090909090909,-1.3863636363636362
Team High Ground,1.0,1.0,6.0,2.5,3.5
Team Insidious,0.5208333333333334,0.5208333333333334,3.75,4.666666666666667,-0.916666666666667
Team Liquid,0.6166666666666667,0.55,3.7,3.033333333333333,0.666666666666667
Team Meliora,0.3333333333333333,0.3333333333333333,5.0,6.166666666666667,-1.166666666666667
Team Mentality,0.2,0.0,2.0,7.6,-5.6
Team Paradox,0.3157894736842105,0.42105263157894735,4.052631578947368,4.7631578947368425,-0.7105263157894743
Team Phantasma,0.5555555555555556,0.6666666666666666,5.135802469135802,3.8271604938271606,1.3086419753086416
Team Refuse,0.05555555555555555,0.16666666666666666,4.0,5.722222222222222,-1.7222222222222223
Team Revolta,0.0,0.0,5.0,9.0,-4.0
Team Secret Whales,0.6086956521739131,0.5434782608695652,3.4565217391304346,3.5869565217391304,-0.1304347826086958
Team Tockers,1.0,1.0,9.0,5.0,4.0
Team UNiTY,0.52,0.56,3.7,3.98,-0.2799999999999998
Team Valiant,0.717391304347826,0.6739130434782609,4.565217391304348,3.782608695652174,0.7826086956521738
Team Vitality,0.35135135135135137,0.3783783783783784,3.945945945945946,4.081081081081081,-0.13513513513513464
Team WE,,,,,
Team WE Academy,0.2857142857142857,0.2857142857142857,3.4285714285714284,4.857142857142857,-1.4285714285714284
TeamOrangeGaming,0.6129032258064516,0.5483870967741935,5.274193548387097,4.258064516129032,1.016129032258065
TeamOrangeGaming Academy,0.2857142857142857,0.42857142857142855,3.5714285714285716,6.285714285714286,-2.714285714285714
Temper &amp; Friends,0.6666666666666666,1.0,5.0,2.3333333333333335,2.6666666666666665
The Forbidden Five,0.1111111111111111,0.1111111111111111,1.5555555555555556,4.777777777777778,-3.2222222222222223
The Secret Club,0.29411764705882354,0.29411764705882354,4.176470588235294,4.529411764705882,-0.35294117647058787
ThunderTalk Gaming,,,,,
ThunderTalk Gaming Young,0.42857142857142855,0.42857142857142855,3.0,4.857142857142857,-1.8571428571428568
Tigers eSports,0.16666666666666666,0.16666666666666666,3.1666666666666665,4.5,-1.3333333333333335
Top Esports,0.36363636363636365,0.45454545454545453,4.0,4.818181818181818,-0.8181818181818183
Top Esports Challenger,0.75,0.625,5.0,3.5,1.5
UCAM Esports,0.6363636363636364,0.5454545454545454,4.840909090909091,3.0454545454545454,1.7954545454545454
ULF Esports,0.5161290322580645,0.5161290322580645,3.4193548387096775,3.5806451612903225,-0.16129032258064502
Ultra Prime,,,,,
Underworld Esports,0.4375,0.5,4.8125,5.75,-0.9375
Unicorns of Love Sexy Edition,0.4126984126984127,0.49206349206349204,4.920634920634921,4.238095238095238,0.6825396825396828
Universae Instituto FP,0.5,0.4375,3.6875,3.0625,0.625
V3 Esports,0.2692307692307692,0.38461538461538464,3.923076923076923,4.730769230769231,-0.8076923076923079
VARREL YOUTH,0.5686274509803921,0.6274509803921569,4.294117647058823,3.235294117647059,1.0588235294117645
VININE,0.3333333333333333,0.0,3.0,9.0,-6.0
Vancouver Impact,0.2222222222222222,0.0,3.111111111111111,4.777777777777778,-1.6666666666666665
VeLocitY (Japanese Team),0.1111111111111111,0.0,1.5555555555555556,6.0,-4.444444444444445
VelbeliKaizokudan,0.3157894736842105,0.3684210526315789,3.0526315789473686,4.473684210526316,-1.4210526315789473
Veni Vidi Vici,0.4489795918367347,0.4489795918367347,4.061224489795919,4.591836734693878,-0.5306122448979593
Venomcrest Esports,0.3870967741935484,0.4838709677419355,3.903225806451613,4.451612903225806,-0.5483870967741931
Venus Gaming,0.6666666666666666,0.6666666666666666,5.166666666666667,3.3333333333333335,1.8333333333333335
Verdant,0.7083333333333334,0.6875,4.3125,3.0416666666666665,1.2708333333333335
VfB eSports,0.0,0.3333333333333333,3.0,3.3333333333333335,-0.3333333333333335
Vitality.Bee,0.5454545454545454,0.5818181818181818,3.418181818181818,3.6545454545454548,-0.23636363636363678
Vivo Keyd Stars,0.2926829268292683,0.43902439024390244,2.731707317073171,4.097560975609756,-1.3658536585365852
Vivo Keyd Stars Academy,0.6904761904761905,0.6904761904761905,3.1666666666666665,3.261904761904762,-0.09523809523809534
Void Requiem,0.0,0.0,3.0,6.333333333333333,-3.333333333333333
Vortex (Japanese Team),0.5882352941176471,0.4117647058823529,3.176470588235294,3.411764705882353,-0.23529411764705888
WAP Esports,0.5,0.4375,3.34375,3.625,-0.28125
WLGaming Esports,0.6486486486486487,0.4594594594594595,4.675675675675675,3.972972972972973,0.7027027027027026
We Can Win,0.5454545454545454,0.45454545454545453,4.0,4.636363636363637,-0.6363636363636367
Weibo Gaming,,,,,
Weibo Gaming Youth Team,0.36363636363636365,0.36363636363636365,4.2727272727272725,2.8181818181818183,1.4545454545454541
West Point Esports,0.6296296296296297,0.6419753086419753,5.62962962962963,4.061728395061729,1.567901234567901
White Dragons,0.8571428571428571,0.5714285714285714,6.428571428571429,2.857142857142857,3.5714285714285716
Winthrop University,0.45454545454545453,0.45454545454545453,3.272727272727273,3.409090909090909,-0.13636363636363624
XV eSports,0.3333333333333333,0.4444444444444444,3.2222222222222223,4.666666666666667,-1.4444444444444446
Xibalbá Esports,0.4,0.4,2.6,5.4,-2.8000000000000003
Yang Yang Gaming,0.44642857142857145,0.5535714285714286,4.303571428571429,4.75,-0.4464285714285712
ZETA,0.1111111111111111,0.1111111111111111,2.6296296296296298,6.296296296296297,-3.666666666666667
ZGDX Gaming,0.2,0.2,2.6,4.1,-1.4999999999999996
Zena Esports,0.358974358974359,0.38461538461538464,3.58974358974359,5.282051282051282,-1.692307692307692
ZennIT,0.5692307692307692,0.5384615384615384,3.4615384615384617,3.8,-0.33846153846153815
Zerance,0.43902439024390244,0.43902439024390244,3.731707317073171,5.048780487804878,-1.3170731707317072
Zero Tenacity,0.7341772151898734,0.7215189873417721,5.594936708860759,3.088607594936709,2.5063291139240502
ZeroZone Gaming,0.09090909090909091,0.18181818181818182,2.1818181818181817,5.181818181818182,-3.0
Zerolag Esports,0.41025641025641024,0.3333333333333333,3.230769230769231,4.846153846153846,-1.615384615384615
Zeu5 Esports,0.3888888888888889,0.5555555555555556,4.805555555555555,3.0833333333333335,1.7222222222222219
aNc Legends,0.4166666666666667,0.2916666666666667,3.0833333333333335,4.583333333333333,-1.4999999999999996
devils.one,0.3333333333333333,0.13333333333333333,3.4,5.133333333333334,-1.7333333333333338
e-Champ Gaming,0.4444444444444444,0.3333333333333333,1.8888888888888888,3.7777777777777777,-1.8888888888888888
eQuizers,0.23529411764705882,0.47058823529411764,3.8823529411764706,4.411764705882353,-0.5294117647058827
eSports Cologne e.V.,1.0,1.0,2.0,1.0,1.0
eSuba,0.547945205479452,0.5205479452054794,3.9863013698630136,4.041095890410959,-0.05479452054794498
evil genius (RTV Team),0.5714285714285714,0.42857142857142855,3.5714285714285716,5.0,-1.4285714285714284
htp eSport Akademie Hannover,0.25,0.5,5.0,7.5,-2.5
inf,0.5862068965517241,0.5517241379310345,4.827586206896552,4.275862068965517,0.5517241379310347
mCon esports,0.6071428571428571,0.625,4.107142857142857,2.7857142857142856,1.3214285714285712
paiN Gaming,0.5,0.5,3.4375,3.5833333333333335,-0.14583333333333348
regnum4games,1.0,1.0,6.0,1.0,5.0
wangting,0.46551724137931033,0.41379310344827586,4.431034482758621,5.482758620689655,-1.0517241379310338
ΣΤΕΝΑΧΩΡΕΜΕΝΟΙ,0.25,0.0,4.5,5.75,-1.25
