playername,kills,deaths,assists,damagetochampions,dpm,visionscore,totalgold
Insanity,186,86,289,987967,760.54889,1445,546458
Inspire,177,171,274,1073961,786.1296902439024,1045,519358
Inspired,199,144,539,1041897,472.08370769230766,2899,819416
Instinct,84,51,98,463886,763.6000388888889,626,252210
Intensitive,4,12,2,28375,599.54895,33,14781
Intio,139,83,172,657911,746.6322560000001,610,358704
IntoxqZz,23,26,40,132949,583.6140571428572,170,87588
Inzuh,100,74,190,610603,678.3965357142857,646,355345
Ipecacuhana,21,70,137,107937,241.19484666666668,1381,112149
Irrelevant,88,119,219,731515,530.9627105263157,1484,478254
Isles,16,121,280,244974,206.22044857142856,4454,283834
Italin,1,10,4,12816,266.749,47,13534
ItsCoto,10,4,22,39079,433.7590333333333,115,37236
Ivama,84,111,234,452205,452.00049375,1059,347179
Ivok,36,80,54,288937,553.7722470588236,404,190352
Ivory,161,141,316,1040296,691.5951954545454,1621,617455
J0J0C,144,103,225,613751,660.0396566666666,700,389208
J3rkie,63,252,795,478831,229.98566,6567,524647
JACTROLL,97,298,832,582290,287.77247727272726,6302,536876
JForteX,9,25,77,47572,259.94938,581,47620
JNX,132,172,181,932737,563.6861770833333,1629,630979
JT,0,7,8,6173,199.3434,105,6797
JaVaaa,10,26,24,83383,513.5014,149,63456
Jabu,0,4,3,4521,236.0836,0,5397
Jackal,360,292,770,1420066,602.9408386666667,2636,917951
JackeyLove,578,357,896,3279955,775.17063984375,5569,1837079
Jackies,173,153,258,1160611,698.032793877551,1855,682006
Jaehyuk,199,248,366,1358588,518.6447506493506,2528,911672
Jakobobbi,2,17,13,13472,274.79325,153,12636
Jakoo,1,6,4,29473,539.50995,50,21025
Jalleba,113,65,132,509856,865.6510111111111,552,267680
Jamie,142,61,226,659935,696.4125655172414,757,404392
Jandro,2,11,10,20343,372.81835,74,17578
Janis,48,93,182,338472,470.93368695652174,965,237002
Jankos,183,142,466,716767,452.83838000000003,2274,592418
Janus,295,167,452,1453989,710.8394969696969,1895,823562
Jarvis,20,48,59,138270,469.01671999999996,245,99755
Jauny,63,39,141,358551,644.9714055555555,525,224803
JayJay,47,54,108,259700,625.1026,333,150067
Jcom,41,30,69,130459,597.1936571428571,312,88935
Jellou,12,57,117,109014,314.3675083333333,1034,90363
Jelly,8,30,105,53397,196.72125,1014,68870
Jenxas,79,75,137,308262,543.4386647058824,633,224763
Jericho,57,76,101,341576,588.1146052631578,545,218486
Jerry,2,22,102,48338,242.00207142857144,784,53850
Jeskla,292,156,407,1468991,724.2839353846155,2130,865515
Jeykup,154,132,423,641514,443.3815553191489,1767,545064
Jeyrus,30,19,26,152555,917.6246600000001,173,72894
Jezu,189,100,231,962046,749.92673,1595,568271
JiT,14,16,28,89317,850.9082,142,39018
JiaHao,24,18,19,103365,760.88644,144,55933
JiaQi,194,147,239,1185188,675.5921557692308,2208,724241
Jiejie,330,257,778,1484751,488.9957111111111,4752,1142560
JimieN,82,133,178,684929,518.7305880952381,1354,471598
Jimsnop,50,58,67,242651,619.61455,324,143589
Jinbeom,302,218,413,1483527,782.261956451613,1859,825439
Jisoo,3,2,4,33396,549.077,55,22547
Jiux,22,25,30,104806,522.0194428571428,139,74833
Jiwoo,401,297,549,2263035,688.7930049019607,3613,1392267
JoJo,48,179,639,426057,214.94743278688526,7146,499797
JoKozz,1,3,13,34019,517.4136,55,21166
Joao,75,107,180,342397,435.63212692307695,842,271627
Joekie,87,101,200,383460,434.0222730769231,1322,320552
Joexy,13,116,228,161772,196.87425833333336,2724,194809
Johnarnau,3,10,7,46158,684.69285,29,24086
Joinze,155,154,408,682810,448.00323695652173,1774,538727
Jojopyun,221,224,490,1673957,636.0647405063291,3073,1085808
JokerHan,15,9,20,87626,654.180775,145,54627
Joki37,55,72,126,259112,537.7940375000001,558,176810
Jool,268,193,642,1482841,668.9639485294117,2394,892786
Jopa,244,152,347,1588429,811.804810909091,2036,839235
Jordan,1,8,19,6373,96.5693,202,15802
Josedeodo,135,108,293,601185,404.3170239130435,2401,545467
Josifek04,163,162,310,562818,452.3692657894737,1278,455779
Jovian,1,12,11,9617,157.8281,186,13206
JuanDeDios,14,16,37,108080,643.15814,188,65948
Juhan,319,267,779,1448530,476.4351044444444,4713,1135473
Juliera,32,18,41,188483,680.8367111111111,307,114436
Julzh,2,6,2,11584,400.8304,17,9206
Jun,35,145,443,356055,211.94894897959182,6136,409659
JunJia,302,200,737,1323654,439.5063378947369,5112,1133817
Jungoat,31,38,94,130700,389.9013454545455,533,116838
Junhao,197,162,408,865806,421.99224032258064,3187,751256
JustFocus,9,29,126,61788,225.939875,906,70331
Juzu,118,107,201,739315,653.2513285714285,920,419922
Jwei,59,407,997,600416,184.8550393939394,11318,770535
Jwic,16,23,41,52990,374.32802000000004,147,52366
K0G0LA,9,26,31,59289,420.56596,115,45713
K1ng,56,47,57,297902,885.3250545454546,265,148170
KCH Jericho,8,5,24,41769,634.74155,67,26290
KCH jericho,19,23,58,184256,640.9214999999999,276,102289
KDavid02,18,19,35,85132,537.80766,132,59256
KGA Darky,1,9,2,21238,388.87325,41,16089
KGA Senor,2,10,4,21071,383.97724999999997,86,16299
KGA Slimsnoker,4,4,3,33932,621.5198499999999,28,20114
KJ Yikesuo,12,10,28,83897,803.8413999999999,97,43557
KKT,83,129,271,435923,380.08892857142854,1373,374885
KNEZA,134,126,160,673628,666.9508228571428,865,417030
KOUBEE,159,160,300,1077425,629.79943,1260,659913
KSAEZ,98,59,188,544926,631.4673750000001,1026,348215
KT A Cid,14,26,32,92827,716.379675,141,48654
KT A FenRir,33,29,39,160867,797.46395,188,81204
KT A Pleasure,1,25,59,30131,234.455175,416,31266
KT A Ripple,25,17,27,123162,937.509725,109,56228
KT A Soft,22,22,54,84798,528.3216199999999,202,56999
Ka1ser,167,223,279,1057450,709.4457104166667,1359,583911
Kaba,64,58,66,313096,856.4721545454545,281,152649
Kaboom,100,92,179,416316,554.3722782608696,726,285676
Kackos,27,51,74,253048,516.6263266666667,341,168235
Kael,102,490,1786,1040074,222.12093958333332,18399,1199227
Kaido,53,61,131,219162,416.38799411764705,727,188501
Kaii,105,50,101,502180,962.2838,446,227353
Kaiser,68,247,928,562512,222.6326975,9056,654017
Kaiwing,65,221,1028,522156,173.19257789473684,10410,770989
Kakarot,13,18,10,49009,477.264975,46,39137
Kakkun,96,145,183,747675,626.0864756756757,870,456479
KalenBoss,70,63,168,286615,469.014252631579,775,216567
Kamiloo,125,165,190,993306,665.2979727272727,1840,567208
Kamon,13,21,19,68181,624.0076666666666,88,37942
Kamyta,1,2,16,4720,136.5477,115,9458
Kanavi,530,426,1062,2184141,526.20313671875,6528,1619718
Kancolf,4,19,48,30573,202.73902,386,36967
Kandar,0,6,4,4614,118.6118,126,7882
Kangin,222,301,418,1722256,612.3616729411765,2389,1051475
Kania,152,155,295,621507,487.9233333333333,1801,463424
Kanra,1,17,15,7903,130.3758,187,13897
Kaori,80,38,83,328722,690.4320733333334,413,214844
Kaplica,17,39,31,174128,535.60769,182,114508
Kappa1,77,62,146,410747,699.8416277777777,598,225218
Karaage,137,87,170,714901,922.9263208333333,701,335314
Karakal Jr,2,19,47,32412,198.79814,573,38918
Karis,406,349,741,2349821,624.2607844827587,4198,1478972
Kars,1,11,5,26823,457.582,32,19645
Karsa,170,212,499,853383,366.1887929577465,3810,806451
Kartso,7,18,65,24296,187.5443,416,34994
Kaseko,31,184,453,283516,239.32958947368422,3988,302846
Kasing,37,188,582,347225,226.24482826086955,5324,380658
KatEvolved,106,62,162,587200,827.5160095238095,629,302306
Kati,213,138,469,1477595,714.9791682539682,2468,839901
Katquese,8,16,7,37105,714.9156,27,21533
KatzGames,138,159,300,843624,572.0295292682927,1230,535935
Kaylem,133,95,191,664104,599.6540171428571,998,439269
Kaymin,180,142,273,954539,769.590511111111,1229,487428
Kaze,251,130,338,1044028,773.7747023809524,1211,580427
Kazing,14,10,8,42119,653.151,84,26868
Kazunn,87,94,162,509050,602.0213928571428,759,320816
Keduii,142,97,187,829016,694.7752171428572,1347,493347
Keel,45,98,129,301415,476.2131476190476,701,211785
Keii,160,97,225,916514,816.9018972222223,986,471264
Keine,94,95,184,761007,621.3532,1361,478464
Keishao,4,15,56,27212,232.9149,437,28651
Kellie,37,164,522,313610,220.97293170731706,4476,362517
Kellin,57,301,757,527363,215.7349653846154,8679,590857
Kelpo,11,50,121,75287,207.01411,1265,89159
Kemish,282,300,670,2047909,667.1310831578948,3507,1173344
Kenal,308,174,406,1508425,834.7661732142858,1728,785536
Kenma,78,84,164,534848,687.7533545454545,577,274501
Kensei,8,30,30,53108,265.9915142857143,233,56748
Kenvi,77,61,134,272318,529.99095,727,201064
Keptt,18,11,12,75651,605.5388,111,49670
Keres,71,192,406,381498,308.7434731707317,3850,336540
Keria,102,314,1374,913150,247.51691196581197,13860,958962
Kerraii,10,16,41,84403,594.4276,119,53933
Kerry,57,234,343,272578,273.6003735294118,3331,254988
Khaydarin,124,159,185,745544,625.1462648648649,977,464047
Kheng,41,49,76,137643,479.50566,334,108043
Kiari,110,149,197,819086,616.4337473684211,1460,500337
Kiaya,235,218,448,1665019,605.8899855421687,3102,1074487
Kice,42,295,730,472051,179.11376707317075,10437,638196
Kick,2,19,27,20412,176.854125,362,25988
Kiefer,94,71,161,661707,765.735468,856,352911
Kiin,397,303,766,2470906,650.3031791666667,4279,1516804
Kiki,25,41,67,100973,339.9153333333333,366,103284
Kikis,134,136,381,645612,431.4248106382979,1673,550071
Killer2,119,136,351,513794,448.7859846153846,1804,433723
KinGi,116,108,328,515605,454.20056285714287,1681,411562
Kina,45,47,87,280515,643.4892714285714,459,167233
Kinatu,269,125,418,1198350,732.8540035714286,1511,698953
Kindless,46,27,57,213212,857.9952142857144,238,101622
Kingen,262,297,450,1968852,647.2671385416667,3076,1189881
Kingsblade,48,61,126,362162,578.9794894736842,464,222500
Kino,98,364,941,544554,241.02334933333333,7304,612060
Kio,292,222,607,1907630,711.7977635294118,2590,1084167
Kireas,241,144,431,813701,462.3739166666667,2438,664459
Kirei,18,31,54,101791,461.4633285714286,188,74875
Kirin,5,11,13,36909,635.7886,64,21188
Kisee,159,111,244,948408,672.6376738095238,1656,570831
Kisno,134,123,381,696945,437.4567608695652,2240,554207
Kita,2,32,97,50895,188.80617777777778,889,66028
Kitin,2,7,4,30653,642.9092,46,17164
Kituruken,104,121,261,503508,563.4824535714286,899,327160
Kiwi,5,14,13,29343,332.5212333333333,89,29257
Klownz,29,172,396,270825,212.09304864864865,3872,302691
Knight,742,336,1002,3322058,726.7670205673759,4959,1966074
Knighter,44,37,88,279618,680.9383153846154,267,166681
Knika,4,8,37,45654,499.18173333333334,53,34133
Koala,95,273,786,678484,297.205372,6696,611095
Kobbe,62,39,75,351029,846.3769615384615,339,171772
Kobs,38,61,100,186964,384.9197875,607,163841
Kocourek,49,86,210,222135,348.5444,1345,203006
Koczis,12,16,30,45832,373.27398,145,43710
Kodie,0,16,5,13159,164.50123333333332,220,17641
Kodo,46,40,67,294430,629.7463285714285,363,188343
Kofte,157,112,344,1024989,653.5164913043478,1625,618305
Kojima,114,70,158,615862,685.0411,1035,384551
Kokos,97,96,207,410682,512.5486458333334,855,289986
Koldo,68,103,209,363010,376.3778827586207,1426,321632
Kolios,6,57,111,81295,203.02204166666664,1198,94699
Konan,14,15,15,72790,458.30328,136,55827
Kongyue,19,39,31,69006,312.934125,274,71935
Kotva,5,46,103,62605,224.06689999999998,847,67248
Kotvyc 74,43,28,52,202328,733.5164625,239,108415
Koussay,300,214,443,1736445,738.618705479452,2028,941458
KoxTroll,48,54,105,202817,553.9127636363636,501,135379
Kozak,94,41,111,544601,949.83838125,586,274680
Kozi,307,206,485,1623935,661.0816151898734,2315,978914
Krastyel,62,178,347,390144,298.9603846153846,3924,371842
Kratos,228,206,403,1499076,584.2129949367088,2357,989344
Kreative,223,177,315,924263,678.3722750000001,980,532273
Krest,148,131,207,893888,664.5859871794872,1501,530671
Krimson,123,158,277,581801,444.4721804878049,1761,468354
Krosak,65,94,120,369319,576.0366428571429,532,234788
Kruimel,84,39,112,464555,791.5530529411765,596,240030
KryRa,55,52,159,310801,445.89869,807,234069
Krysia,4,5,13,14218,438.8272,34,12762
Kryze,148,158,366,1116731,589.2130849056604,1675,716971
Kubus,26,50,54,252307,555.3709538461538,257,151557
Kulvas,153,138,279,932904,669.7910666666667,896,553085
Kumew,69,36,96,378644,663.2257055555556,471,243691
Kurahuto,32,240,552,337363,263.2983931818182,4027,322633
Kurama,10,20,11,36556,354.5224,109,35426
Kuri,45,148,506,343201,204.3884375,6255,409686
Kuroko1,3,11,8,26036,468.4569,69,18698
Kuroneel,336,187,356,1461992,732.4330322033899,1387,862490
Kutarra,3,12,4,23958,496.6504,31,16022
Kutcher,1,21,59,25328,263.6898,235,26561
Kwebz,16,69,174,116456,237.24348750000001,1711,127106
Kyanna,0,12,10,11786,238.4611,107,11043
L1,15,89,150,100385,212.73255714285713,1453,114928
L1f,36,24,72,221644,662.9879818181818,316,139034
L1mit,345,183,334,1463995,926.4856698113208,1911,717979
LADYBUG,178,127,243,1080674,801.1496102564103,1119,554719
LANDY,19,22,24,215580,791.58235,137,100791
LDK,28,66,205,109401,227.70646875,1549,129618
LGE martote,16,5,19,41901,787.78325,63,24597
LGR Porttinari,20,21,11,82020,598.70092,97,50548
LGR V4MPYRE,9,26,15,68942,498.3256,91,47419
LIDER,49,56,107,293762,736.9379538461538,312,168300
LIMIT,100,312,1045,657274,259.11641647058826,8865,680137
LL,22,13,32,114131,573.5833833333334,126,76638
LLH Doma1,14,12,30,62350,674.4898333333334,85,34665
LOS  M G,0,10,3,33484,531.8015499999999,53,21062
LOS Aegis,1,2,10,8619,269.9061,54,11356
LP,48,51,93,384597,644.3695,677,242428
LS,5,10,24,19492,291.9307,212,17537
LUP Aspect2,14,10,20,44554,508.66156666666666,108,33724
LUP Jayquan,14,19,36,59991,426.49570000000006,158,47756
LUP KDavid02,27,23,26,99349,699.33446,125,62404
LVS,55,63,84,379409,717.0378375,355,191311
Labrov,56,287,800,538753,191.79323837209301,9882,693433
Lac,164,104,278,864111,725.6523916666667,1175,497297
Lagolinas,71,67,138,305904,621.6718428571429,584,165537
Lancer,271,298,480,1895795,662.3971617977528,3138,1135950
Larssen,75,73,159,631043,577.5636096774193,899,410435
Later,38,23,49,149738,678.557475,230,96014
Lauxio,17,177,298,198319,228.77078333333333,2343,211028
Lazarus,48,47,35,227900,691.53516,189,136688
LazyFeel,340,230,487,1876350,683.4350641975309,2979,1170270
Leaky,10,16,16,52142,458.22907499999997,73,40148
Leandrinn,88,64,74,381798,875.4632571428572,384,196880
Leave,467,290,588,2599169,795.76941875,3823,1458767
Leazor,1,1,3,13273,459.2734,22,12142
Leb,355,215,704,1410454,550.5737305882352,3486,1025696
Leemas,34,45,52,294178,627.9145599999999,437,177656
Legolas,564,277,575,2477167,752.919934,3026,1457526
Lehends,107,456,805,688614,223.6059191919192,10727,775139
Lekcyc,34,165,558,269333,179.67235,5148,381094
Leks,138,156,186,854173,561.7958604166666,1164,567835
Lele,6,32,72,45208,157.1350125,965,67258
Leleko,67,62,128,498473,592.3368375,1008,332751
Lelouch,23,33,29,191387,498.81421666666665,217,147094
Lens,180,91,196,718444,686.969865625,751,450009
Leny,113,158,212,785823,537.9158279069768,1192,532852
Leo,61,56,89,312022,507.66333888888886,1032,233553
Leo D Aras,13,93,242,153013,219.72298695652174,2033,173600
Leo s Man,16,178,375,218904,190.17403142857142,3619,267079
LeoLeCargo,6,64,114,67372,179.16923333333332,1079,90677
Leon,43,192,714,353931,208.33892452830187,5535,444838
Levi,231,242,594,1090998,392.41498795180723,3880,981460
Levitate,91,54,124,456449,592.4402590909091,859,319251
Levizin,35,44,117,158450,371.89137857142856,608,149878
Levy,75,110,159,582280,550.0241666666667,1166,399040
Leza,157,89,191,800770,784.6223575757576,1072,459382
Liangchen,12,8,24,70410,696.2476,95,41410
Liar,191,106,229,798481,776.4516742857143,988,453364
Libra,158,156,262,925637,684.9166976744186,1039,532034
Licorice,57,72,111,410605,554.0951590909091,697,276062
Life,49,292,517,431318,183.91911126760564,8231,546199
Ligen,41,43,99,218398,598.7323250000001,389,140229
Light,468,224,626,2509649,698.4385504672897,3799,1524810
LightFall,38,38,71,284901,657.2268384615384,351,169321
Liivek,93,79,170,499917,575.2767230769231,557,310249
Likai,178,243,225,970187,661.389494,1318,561923
Likeamaws,13,24,25,102491,790.5341,126,51202
Lil,20,26,42,77838,425.5802833333334,260,69016
Lilipp,75,256,408,441077,299.93324545454544,5817,388412
Lilv,75,65,97,280390,650.69946,425,181095
Lime,36,27,95,201639,639.6824454545455,321,126087
Lind,4,13,18,46587,592.8686333333334,50,30065
Lindgarde,125,58,174,605742,846.9212818181818,477,316621
Linfeng,73,73,119,462184,621.7549727272727,664,284460
Lio,9,32,30,82677,456.27936666666665,224,56935
Lira,1,5,11,19459,318.20140000000004,100,18373
Lirua,24,234,307,211399,165.53020222222221,3964,290355
Listo,154,130,219,476003,492.7499225806452,1249,363271
Liweier,159,164,327,552879,516.9581722222223,1237,420960
Lixo,3,4,8,64267,482.4597,86,49979
Lizia,4,8,6,29545,591.2679,39,17536
Loading,88,137,244,739799,559.4082642857143,1141,462953
Loers,53,59,69,304440,592.2792466666667,485,195201
Lofti,29,39,39,218387,730.8975555555555,252,107288
Lojaz,60,127,190,346472,346.7009766666667,1281,322026
Loki,229,116,329,1147267,688.4853901960785,1906,717966
Lonely,55,95,100,394451,516.1811720000001,817,277909
Loopy,13,150,196,173744,170.1757,3466,231887
Lorenz,9,73,74,89123,307.2652333333333,1091,73966
Lospa,57,187,766,394283,188.8032375,7466,536261
Lost,62,62,85,284790,658.8683642857143,367,170553
Lostboy,2,6,6,6674,233.2207,69,7096
Lot,107,127,238,901242,520.7578489795918,1747,614896
Lothen,321,134,369,1567047,788.6019152542373,1411,840307
Lozer,52,51,59,187763,644.08369,307,116750
Ls,1,6,13,8472,212.3308,132,9660
Luca Brassi,48,31,52,189738,658.6028699999999,169,114737
Lucid,300,257,713,1264624,411.64644148936173,5271,1098094
Lucker,86,147,382,539947,412.12119743589744,2676,395875
Lucky,47,235,787,481797,252.68478644067798,6203,497992
Lucy,39,39,54,286793,692.7346538461538,469,161652
Ludas Matyi,30,73,269,151672,234.85428000000002,1967,164237
Luis,2,34,25,26665,189.51051999999999,356,30470
Luke,8,16,14,60154,628.7328,90,34488
Luknom,10,16,34,51356,342.4886166666667,320,39331
Lukyss,243,125,251,1061721,959.4854542857142,795,497358
Lulas,107,179,462,649769,386.00390784313726,1905,543938
Lumi,0,6,32,10945,196.20165,176,15553
Lunatic,8,8,14,42904,647.78045,57,26359
Luon,26,149,291,234505,180.67743095238097,4328,296118
Lurox,114,161,461,781426,405.6686545454545,2771,651537
Lvsyan,41,22,57,205918,909.6022833333333,265,96144
Lyg,67,45,85,288091,747.8917499999999,279,164877
Lyncas,93,96,282,479789,378.5532891891892,1886,422401
Lyng,2,16,25,23024,156.90236,445,33828
Lynkez,136,101,196,865557,680.2066166666667,1295,511165
Lyonz,25,80,263,176803,184.20216551724138,3373,235111
M G,159,41,283,835872,686.0137142857143,1341,506105
MAT,14,52,48,138626,339.6392428571429,326,130461
MAXI,60,60,144,290498,540.49210625,644,188884
MDB,69,49,120,343515,731.2295142857143,384,191739
ME Souma Ria,8,12,5,34285,739.4219499999999,26,15988
ME Sprinta,6,15,7,23836,524.05295,20,15332
ME Zyon,5,7,7,18148,397.80355,16,16821
MG QTC9,58,33,55,206621,866.9430375000001,224,112152
MG Selxiss,37,32,80,110083,460.8440125,338,88294
MGZ Draxo5,5,5,7,36033,543.73605,38,21738
MGZ Lelouch2,9,10,17,69234,624.6307333333333,80,39357
MISSING,62,358,857,550450,204.0941578313253,9969,684581
MKR,78,69,129,493267,707.181545,435,270343
MOT Benny1,7,15,19,33310,319.4395333333334,94,34061
MT2 Casey,5,7,9,31748,620.2633000000001,20,18110
MT2 Epic,6,6,8,30126,590.18385,34,18254
MT2 Jetski,4,9,15,9936,195.16475,143,12525
MT2 Trollnekton,12,11,8,21819,418.8433,63,20028
MT2 lStephanl,2,14,14,23110,443.78515,20,16180
MUDAI,383,241,389,1700962,885.3278307692308,1498,879246
MVG Doni1,10,12,23,69397,828.9298,80,31656
MVG Piscis,1,6,2,3304,174.6608,14,5107
MYTH Uncle Iroh,2,8,0,27003,498.43155,51,18130
Mac Abert,12,20,43,70875,610.306775,101,42948
Macaquino,51,89,108,522594,638.4019555555556,740,291257
MadDogg9,51,39,84,221623,683.04516,305,129820
Mafro,104,71,271,401905,457.4209777777778,914,320676
Maged,329,348,395,1831768,670.3566941176471,1829,1105637
Magic,118,132,154,568064,632.2871275862069,617,333963
Magico,8,14,10,77419,801.4364666666667,71,41323
Mago,81,71,125,471340,703.15792,703,272938
Mahonix,45,171,579,356013,219.89206226415095,5311,411516
MaiYuk,127,190,254,912214,601.9195021276596,884,580555
Makes,113,125,160,638501,576.319990625,1059,424699
Makitah,46,32,60,246420,584.8992083333334,404,167118
Makk,60,85,112,363736,536.656261904762,433,247374
Mako,52,66,84,370460,612.9878578947369,389,236906
Malala,6,43,78,52683,162.06671999999998,1101,77559
Malice,10,23,13,56971,484.118775,96,40499
Malrang,49,98,216,334859,307.0596387096774,1715,318739
Manaty,346,257,781,1261865,489.2033901234568,3607,1016584
Manel,27,120,272,225899,245.87089999999998,3539,229942
Manolito,9,28,49,97918,620.9889599999999,127,56500
ManoloGap,139,95,326,842345,711.9865166666666,965,476448
Maple,8,26,24,137315,502.51336249999997,293,98312
Marbirius,247,150,471,1307628,670.2997360655738,1726,792374
Marble,172,102,222,1077688,731.8968391304348,1530,606162
Marco,86,270,853,553194,254.71558235294117,6667,566157
Marcv1,209,67,278,795237,775.415809375,772,459673
Mario,56,60,150,236531,490.71206,516,173466
Markoon,158,152,479,850870,448.1406924528302,2554,669482
Markus,4,1,13,19386,560.8293,57,14442
Marky,117,146,241,867851,603.985825,1453,557919
Marlley,32,156,417,307563,251.0665641025641,3832,303030
Marrow Ooze,57,53,101,289463,732.2691,298,164071
Marth,185,106,228,898850,700.9339725,1093,537597
Marty,329,146,520,1680356,758.3487926470589,1702,909985
Maru,83,82,151,273293,362.37632608695657,788,261407
Marvin,61,75,111,481385,534.7007814814815,1053,341386
Marzaya,41,44,44,163846,563.49647,143,114066
Marzo,41,16,45,215170,956.3655833333333,120,101773
Mask,84,86,203,717635,789.7063555555555,1049,369859
Massu,337,143,407,1691486,759.2953553846154,2139,968516
Master Jos,36,39,81,219485,630.13959,344,131352
MasuHana,59,45,83,258766,834.0892200000001,284,126588
Masuyo,1,3,5,10685,281.4311,30,11424
Mataz,77,48,191,279682,514.3647555555556,768,212200
MathisV,104,99,208,665997,551.0560111111112,1206,449052
Matias,114,101,175,737926,565.1670512820513,1339,527873
Matislaw,122,105,293,1084231,764.9215575000001,1224,545536
Matixx,39,13,55,150019,542.0378333333333,181,111842
Matsukaze,31,15,41,198331,641.6555333333333,303,116224
Matty,11,20,32,63641,465.575875,132,42705
Maty,7,33,89,74621,232.72874000000002,993,74420
Mauki,62,60,112,428897,730.9772611111111,580,236584
MaxSchallah,5,18,24,18653,197.61509999999998,313,24418
MaxouTigrou,16,34,52,92851,406.87687142857146,273,78064
Maxterium,13,56,110,79051,197.80374615384613,1385,100082
Maynter,248,176,486,1641660,585.6248813953489,2592,1107397
Mazi,15,5,40,37628,441.7108666666666,77,31982
Mega,34,97,343,208112,229.38947037037036,2745,232036
MegaJ,56,90,124,357879,662.7886352941177,338,204328
Meiko,84,380,1293,735779,204.84937289719628,13117,905988
Melonik,214,220,351,1576731,780.2253883333334,1688,805389
Mentos,100,94,228,592396,697.6483666666667,655,350249
Meoow,19,14,29,61606,383.68550000000005,125,63379
Mercury,15,16,21,39948,473.75260000000003,45,28887
Mercy9,160,113,253,890004,629.2987418604652,1305,579032
Mersa,34,242,603,309811,165.06772641509434,6656,446859
MetroArcher,216,111,244,857183,752.6819558823529,768,478089
Metroflox,139,111,271,572981,550.862471875,1158,386354
Mettalica,30,19,18,112098,782.12825,157,66670
Mewkyo,143,143,328,636190,428.60229782608695,2178,542528
Mezze,3,8,5,19275,303.03105,51,20213
Miata,77,102,257,425208,543.6428458333334,738,274183
Midir,211,233,423,1347398,666.375825,1406,755796
Midnight,237,108,377,1007328,758.4290365853659,1200,565543
Miella,4,10,4,22147,446.55835,29,18634
Mietek,175,146,295,1073515,738.4908136363637,1039,582441
Mihai,223,116,355,1186554,755.2496062499999,1678,671934
MihawK,265,198,323,929417,535.6134982142856,2146,654177
Mihile,295,208,428,1506891,697.9589264705883,2128,907280
Mikano,14,28,36,149863,464.07609,262,118268
Mikkel,75,28,95,278588,780.3066545454545,172,158101
Mikusik,58,45,52,175122,484.87390909090914,488,136490
Mikyx,50,232,711,490106,231.389215625,8136,542786
Milan,10,10,42,76560,793.6284999999999,125,41249
Mildorff,24,33,71,175367,628.9739900000001,142,100174
Milkshake,4,1,10,13556,469.0657,55,12181
Mimic,57,44,91,301471,600.3341714285715,446,192005
Mimosa,28,14,51,156412,1021.26216,148,70819
Miniduke,123,119,193,714974,649.48346,1210,454057
Minji,262,239,347,1298325,762.4541872727274,1331,665977
Minous,15,62,149,130969,248.89362941176472,1739,129775
Minu,149,120,304,501238,492.64219999999995,1288,372328
Minui,29,142,376,258405,216.55083428571427,3807,290493
Mio7,28,33,66,182978,657.0627222222223,332,110812
Mir,37,58,63,155301,331.39490666666666,673,160664
Miracle,5,46,139,67010,186.71632727272728,1156,91649
Mireu,182,152,277,1128986,756.247652173913,1389,616252
Mirrowfox,89,64,109,465645,649.45105,493,289366
Mis,21,28,38,194364,719.3851875,210,113880
Misaki,1,5,16,37072,515.03805,60,25431
Mishal,7,29,61,48078,235.57657142857144,578,53723
Mishi,199,135,266,1062659,706.0758977272727,1613,632151
Mission,27,58,58,196857,620.09747,272,121715
Mita,28,119,273,165840,196.0851125,2682,200147
Mitir,3,12,6,19300,411.10720000000003,45,13590
Mixtsure,17,60,196,139473,264.2313117647059,1755,136810
Miyuuri,6,23,38,33022,206.49104999999997,526,36601
MnM,31,95,362,233703,242.35505483870966,3314,253150
Mobility,181,96,244,1041590,684.56615,1562,640617
Moham,22,148,400,248426,206.01904871794872,4641,304578
Molanes,33,48,112,183380,433.575175,567,144458
Momo,180,147,276,893885,690.6051522727273,1119,516009
Momochi,13,126,338,199257,195.53057666666666,3724,242329
Monki,394,416,858,1628116,457.56517272727274,5147,1340581
Mood,17,61,94,86158,251.5033,906,85265
Morfan,44,31,62,188906,631.47559,262,120575
Morgan,213,214,403,1481016,569.0939291139241,2860,989922
Morttheus,181,86,232,992461,726.9453951219513,1781,593338
MrFreezed,108,91,124,497436,669.1703272727273,412,298848
MrHB,87,51,99,430862,648.00672,539,273255
MrJackson,51,37,66,183701,608.4199444444444,319,117333
MrPhant0m,146,90,140,726990,847.4795538461537,756,363640
Mrozku,300,206,443,1496563,631.8930873239436,2083,968174
Mun,5,39,94,65518,190.05217777777776,1143,79185
Munet,22,45,32,67092,261.29274,392,72814
Music,99,97,243,480717,455.9377806451613,1516,382058
Mutton,11,22,12,53746,424.613675,128,45277
Mxe,24,228,543,316916,192.48444705882352,5578,402680
MyCash,68,90,154,514685,616.30252,720,296429
Myrtus,17,134,289,197553,211.22880344827587,3370,227844
Myrwn,219,203,398,1573608,592.5498177215189,2845,1003532
Mysterias,0,2,3,20188,700.9722,17,11665
Mystiques,12,76,112,87956,166.2316117647059,1558,123541
MélyaP,48,27,61,238671,767.2130555555555,317,124960
N3znamy,9,20,19,64912,517.8914,119,42174
NBA,16,4,18,81124,759.7103000000001,130,50350
