playername,kills,deaths,assists,damagetochampions,dpm,visionscore,totalgold
SergMade,12,22,10,69172,515.047375,87,50382
SergiiO,1,8,4,35643,524.4476500000001,32,25155
Serin,275,113,359,1358910,760.8982648148149,1727,787052
Sertuss,235,178,464,1536238,651.0453728571429,2793,941609
Sh0Fty,2,25,93,40378,206.9055,516,44523
Sh1vq,39,90,206,197176,250.35084615384616,2178,197086
Sh3ry,73,92,205,331639,405.518244,1815,273905
Shack,60,64,113,311725,640.1050133333333,367,191599
Shad0w,358,341,876,1629087,496.95559387755105,4996,1205142
Shadow,132,355,1058,732718,238.2836030927835,11449,789345
Shakur,63,48,61,282639,766.4607583333333,319,158665
Shanks,748,525,1608,3936002,598.7208221105527,7348,2589286
Sharvel,255,262,670,1383655,473.8924206896552,4442,1025452
Shavo,35,67,116,299463,514.521025,553,204647
Shawi,2,38,30,30783,166.79143333333334,648,41795
ShazQ,140,222,629,793910,393.7112704918033,2421,678315
Sheiden,79,99,180,393966,332.7444454545454,1449,398046
Shelfmade,373,234,507,1746419,692.0961388235295,2156,1033250
Sheo,74,128,273,603415,408.12999545454545,1849,496097
ShiauC,124,363,1262,667388,272.6605894117647,8924,694405
Shift,288,226,489,1024672,491.4121014925374,2594,784204
Shiganari,322,166,365,1505738,783.0033103448276,1718,839532
Shiina,123,104,281,434477,406.5030677419355,1467,396543
Shiku,32,165,577,336272,243.678685,4752,353316
Shimmer,59,64,125,235889,419.82349375,629,192350
ShinKalHee,6,23,13,57117,429.84465,132,40707
Shini,63,80,147,322543,370.53673076923076,1116,300921
Shizika,58,103,96,313643,542.029465,448,196431
Shizuki,134,74,152,698812,654.0164147058823,860,431852
Shlatan,83,134,196,402394,430.85673448275867,1163,324154
Shogo,135,111,139,647926,685.0936166666667,696,408964
Shogun,180,98,274,1044450,689.924752173913,1856,655549
Shoiti,10,44,97,79972,256.63176,1252,83984
Shookz,93,92,207,463374,521.502823076923,1269,325050
Should,65,217,566,409699,286.0772244897959,4588,380832
Shourdy,75,173,139,603061,619.0576500000001,697,360591
ShowMaker,329,204,646,1978295,646.8176606382979,3631,1248853
Shredder,23,144,460,249220,199.39513157894737,4066,308095
Shu Hari,38,121,378,266857,266.67742413793104,2995,254537
Shunn,520,222,526,2119280,837.3973674698794,2861,1176146
Shy Carry,185,131,288,1072726,738.0059681818182,1614,601358
Shyro,3,35,33,37149,221.77111666666667,484,38220
Sidav,115,68,126,431223,712.2915,443,272210
Sign,8,13,11,61402,644.4443,80,33795
Sikterr,19,21,56,79481,442.6171833333333,237,66601
Siler,130,43,185,585534,717.2202159999999,838,357485
Silk,8,1,7,32126,1122.6325,23,14739
Simpli,264,194,386,1526902,734.6380920634921,2000,873669
Simpy,25,102,404,189598,224.97990000000001,2993,220538
Sined,35,54,78,265908,753.0893363636364,266,137277
Sinmivak,83,101,246,844397,578.2988795454545,1307,538921
Sintax,43,53,71,240969,673.7266153846153,255,145045
Sirinox,114,72,143,708883,660.0070387096774,972,422736
SiroN1,55,226,666,402563,247.83089038461537,5403,417987
Sirotama,18,11,8,53119,653.5278333333333,45,33013
SiuLoong,77,210,593,454661,221.16059206349206,7573,517353
Siwoo,260,260,481,1825269,588.854014893617,3272,1170743
Six0x,38,18,42,210042,564.7479727272727,354,152738
Six10,294,151,408,1454317,758.6193887096774,1721,853480
Sjakal,85,116,136,320084,460.89783913043476,720,239974
Skeanz,204,163,478,821354,455.87229814814816,2182,641896
Skeeto,61,44,84,355048,662.70276,533,211116
SkewMond,246,175,585,1233873,435.96754302325587,4352,1033252
Skratt,2,12,19,29774,329.8295,107,25443
Skream,145,86,169,656784,834.9020291666667,729,349258
Skude,54,95,164,318359,493.7472666666667,744,217929
SkyK,162,105,202,656713,653.3604870967742,1141,418585
SkyMind,14,26,52,113620,551.8465428571428,145,76174
Skyp,73,41,110,398554,673.6735388888889,342,235557
Skyy,192,95,301,974651,761.0329675675675,1339,533892
Slayder,94,53,101,427566,561.4850086956521,598,320058
Slayer,458,261,507,2211316,761.6897101123595,2740,1278199
SlayerSupr,9,23,20,60215,403.37721999999997,201,51933
Sleepy,36,38,53,243359,771.75715,244,126697
Sleyer,88,92,121,563023,630.9813107142857,798,343176
Slice,16,34,36,93978,459.0813666666667,261,73802
Slide,67,62,120,354798,654.4071470588235,430,215784
SlowQ,316,214,623,2010373,698.544711627907,3291,1213311
Slowyng,13,23,68,79139,312.95385714285715,310,82509
Slowz,109,78,115,495963,706.0055772727272,723,305940
Slyv3r,59,19,104,231692,637.1894090909091,313,146026
Sm0oZi,159,90,190,730484,588.0996473684211,1067,513655
Smarty,24,154,327,205908,201.21280000000002,3158,255464
Smash,479,184,550,2081888,741.0411953488373,3531,1304433
Smiley,166,74,255,820187,755.4525606060606,1163,477668
Smurfe,178,189,310,1148552,602.577064516129,1785,732539
Sn1lle,136,154,308,624791,442.59936818181814,2078,496796
Snake,0,8,1,1178,44.6776,81,5403
Snaker,162,107,263,960322,630.0796826086956,1512,630532
SniIIer,26,136,203,170323,249.87016086956518,2272,169254
Sniper,112,123,194,683507,534.2696432432433,1292,474003
Snow,13,17,15,68465,589.955,110,41850
Sobakk,31,180,381,274691,260.9602125,3163,259053
Sobek,17,17,38,70990,445.54607999999996,107,64356
Soboro,360,377,662,2173957,648.0560056603774,2888,1269796
Socrates,2,32,33,46932,187.3993625,826,55576
Soft,304,200,653,1011071,481.12300724637686,3002,794148
Soge,10,14,17,67986,890.88535,47,27661
SoimuMIC,11,12,12,52261,630.0002,57,30680
Sojo,140,188,451,846383,463.37482727272726,2611,643168
Sola,21,18,32,66546,605.6274666666667,74,43354
Soldier,312,81,414,1230166,703.1723907407408,1469,783925
Solid,254,251,557,902459,433.7752376811594,2879,758788
Solokill,178,127,276,885064,533.3005551020408,1598,633242
Solorio,134,111,182,648242,641.6103096774194,751,405252
Someone,168,116,186,729361,692.765290625,689,425258
Sora,28,47,39,219908,712.6573777777778,212,113909
Soraaa,30,155,477,239056,187.93605250000002,4650,323947
Soren,3,3,3,7505,200.5791,54,12706
Sorrow,57,34,71,321267,800.1475909090909,408,158296
Sotsy,91,133,220,623951,468.09499268292683,1164,469776
Soul,21,71,162,106646,245.97183571428573,1247,111675
Souma,2,12,6,41033,492.1676,69,26721
Sounda,56,76,210,323144,409.4167454545455,1356,269951
Soweto,45,60,119,252857,527.5854357142857,541,172207
Space,147,134,185,784512,704.9025828571429,695,461209
Sparda,216,124,303,1093975,775.9863,1466,616067
Sparz,49,189,491,295337,239.13189000000003,3898,317660
Spawn,40,15,41,188630,694.5364875,318,119410
Speedy,9,37,39,71733,270.9110625,432,68181
Speedy1,2,8,58,21402,186.230675,327,29418
Spica,146,78,330,649704,503.8049894736842,1872,498713
Spirax,102,67,187,591504,683.0958076923076,919,357844
Sponge,235,317,577,1233061,431.4821465116279,4647,999789
Spooder,105,108,240,687748,534.1547384615385,1268,469553
Sprotte,43,51,63,283370,695.7493000000001,300,155627
Spy,3,8,1,9064,333.849,23,9909
Spyke,0,3,9,6948,245.0794,24,6861
Sriffow,15,32,40,79052,401.72610000000003,225,65845
Srtty,90,117,131,623708,548.1214121212122,1178,408185
Ssaiko,6,28,34,43620,301.81183999999996,184,44466
Staargazing,3,24,28,24000,189.891675,318,27296
Stalken,27,20,31,120149,426.76851111111114,356,98871
StarScreen,125,131,239,771871,628.2294384615385,1029,480445
Starhide,11,50,151,67429,172.78965384615384,1243,98403
Starlit,284,309,457,1890436,658.537132183908,3466,1187599
Starry,181,111,212,821500,659.5804179487179,1327,538662
Steeelback,31,182,697,305195,177.50379444444445,5561,428500
Steellar,13,24,22,95162,535.8014166666667,162,58970
Stefan,193,162,488,903934,506.64262931034483,2307,658827
Steller,25,31,60,208009,527.4288583333333,438,144454
Stend,18,156,338,250267,169.5587181818182,5370,339497
StineR,88,112,307,476786,422.4814181818182,1674,402542
Sting,123,151,358,653195,414.61418695652173,2333,541109
StoRm,0,9,3,8750,128.00875,219,14171
Stookbeer,21,85,290,156809,230.50785,2377,181440
Stormax,70,138,239,481074,369.9500538461539,1904,418007
Straka,60,56,113,332275,737.4537,336,175411
Strava,43,93,83,325517,494.4285380952381,343,218306
Stray,89,104,115,525143,624.1440107142856,638,323650
Strensh,163,67,217,862063,699.8699457142857,963,517137
Striker,13,19,33,61925,594.6453666666666,85,37159
Strode,321,133,341,1500597,703.3251227272727,1793,953485
Stunt,11,21,157,72520,218.81152000000003,991,87416
Sty1e,64,42,148,423490,756.1028823529412,727,239176
Sudzzi,63,66,115,471303,720.7262250000001,482,243164
Suffer,2,12,36,11301,223.11489999999998,149,14561
Sully,5,17,18,42124,351.121925,47,36709
Summit,100,142,195,743074,708.3024545454546,1122,423314
Sun eater,105,231,174,789645,613.8782600000001,910,438004
Sun1,4,22,11,45570,428.659875,93,34306
Sunblast,67,90,125,492962,544.9689703703704,865,349634
Sunfry,33,132,290,191172,212.69879999999998,2676,215838
Sunleaf,70,43,97,288430,697.8263181818182,372,163998
Supa,394,153,353,1832804,684.0352797468355,2986,1198445
SuperCleber,111,84,233,694353,542.6435054054054,1401,473285
Surdinz,12,17,28,56845,392.19097999999997,86,50054
Sushee,88,28,106,422927,789.97359375,496,226185
Sven,5,16,6,43861,867.27655,29,18849
Sw3ry,32,184,442,257388,174.20648863636364,4756,354253
Sweeho,69,42,107,381677,755.0216266666666,415,203002
SweetMilk,30,108,307,170759,171.19383125,3413,245050
SwiT,35,64,104,254227,426.20127222222226,594,207258
Sword,140,117,276,959239,649.8292069767442,1421,559536
Sylvie,199,212,582,968602,418.02558450704225,3644,822810
Syzyfek,300,173,386,1653274,801.379080952381,1855,899301
SzfyLan,4,41,61,41266,215.00092857142857,560,46381
Szygenda,240,200,442,1630923,601.9357142857143,2747,1086468
TA0,7,7,6,18835,334.03065000000004,56,20323
TB Inside,2,12,1,24683,518.8131999999999,26,15376
TENG,8,21,137,46734,190.6693857142857,990,65816
TF Blade,138,154,312,882729,551.7176770833333,1288,623702
TF Temper,10,11,26,70044,744.2895,84,38873
THG Alex2,1,1,4,19404,657.3913,34,10098
THG Soren2,2,2,5,5571,188.7408,43,9295
TIMR,59,222,834,425208,232.34569827586205,5432,486118
TNS,78,368,898,498673,251.4547523076923,7208,522459
TQ,8,58,132,72470,254.88694,895,75253
TSC Azu,1,12,5,21725,450.48245,32,15265
TSC Ninji,0,10,4,20754,431.5233,23,15794
TSC hammerul,7,12,3,18565,381.92285000000004,38,16725
TT,175,159,296,937143,697.078588095238,1477,539755
Taba,88,131,314,430907,342.6961189189189,1447,411845
Taco,18,21,23,76298,645.447075,105,45661
Tactical,247,76,216,1105815,794.2823976190475,1513,638695
Tada,16,45,19,141192,466.5009916666667,197,99459
Taeyoon,505,304,666,2828707,747.1266181034482,4942,1592885
Tahahy,32,149,418,224962,199.25512432432433,4010,292762
Taicho,80,117,99,405507,518.6758153846154,659,282194
Tails,2,2,11,18890,563.3201,29,12321
Taiyaki,37,125,498,236548,227.87394,3286,279020
TakeSet,276,121,326,1484025,766.418462264151,2289,849413
Taki,40,138,462,300679,202.0521586956522,5393,372889
TalentLess,154,135,227,866298,712.8571947368422,879,481278
Tamoz,81,122,110,609256,692.4072769230769,671,348059
Tan0,1,3,5,8507,294.0207,33,8267
Tangyuan,79,77,168,605457,572.1197580645162,1334,412856
Tao,123,130,209,705278,601.1766722222222,962,465784
Targamas,59,296,996,607174,195.7876559139785,11462,771759
Tarzan,510,390,1334,2379510,506.4800256944444,7559,1759896
Tasteless,24,122,521,251919,202.84387999999998,3871,316549
Tatsu,37,30,113,183016,539.1756636363635,436,126067
Tatu,205,139,457,839460,415.11066885245907,2968,749568
Taxvig,32,53,94,161879,455.58446363636364,293,113216
Tayron,50,67,94,345537,566.85561,440,214898
Tayto,27,29,33,149790,770.28955,146,82892
Tazaku,21,8,13,92366,971.8775,92,45506
Tea0r,35,48,57,173639,502.8997727272727,218,130050
TeaZing,6,16,35,41927,398.1350666666667,291,29305
Techoteco,102,167,307,639644,484.8043692307692,1491,446654
Teddy,373,182,463,1783849,699.3214789473684,3275,1111093
Telas,26,74,305,178566,242.82699545454545,2481,186974
Tele,21,12,19,93836,949.8367666666667,83,44803
Tempester,278,257,627,1948039,660.3074640449438,2848,1170325
TenT,213,166,281,1069979,746.7702255813954,752,584161
Tenacity,25,28,48,194204,699.8025,227,108413
Tenshi,18,48,49,226107,629.6885727272728,221,127286
Termo,2,7,6,42130,717.33245,45,21190
Thanatos,163,114,322,1056806,634.4786588235294,1702,688369
ThayT,21,29,42,98054,323.1177333333333,540,99732
Thayger,341,254,734,1362529,473.76668539325846,3891,1066930
The Mountain,73,90,203,491198,550.0156357142857,644,322447
TheGreatGary,49,73,120,389164,540.7580227272728,549,264082
TheHank,6,28,72,53994,235.50677142857143,911,55963
TheSerius,84,122,187,492419,492.487335483871,860,352398
TheShy,315,386,724,2449108,667.6036626168225,3277,1381322
Theocacs,150,279,573,950074,410.1568085714286,3129,772362
Thien,44,49,98,300724,657.2310857142857,470,169158
Thomas,41,184,528,334533,211.913328,5475,398566
Thominhas,8,34,75,43549,162.45485555555555,866,64996
Thor,6,4,8,34943,410.1158333333333,87,36303
Thorfin,18,31,38,68150,436.762,180,53164
Thoryn,41,29,71,200261,668.6520222222222,285,124533
Thumb,9,92,129,113555,189.45634736842104,2101,134919
ThunderPeng,5,25,73,52907,322.52313999999996,516,43825
Tian,348,336,777,1585142,446.2236878504673,5714,1305813
Tianzhen,36,52,104,148755,392.29619230769237,569,141152
Tibor,271,156,372,1274755,789.5068857142857,1461,677717
Tide,17,10,30,71181,820.5903666666667,92,37861
Tiesel,3,5,4,8256,308.8279,17,9832
Tiger,0,13,7,10222,186.87475,137,11188
Tigrot,10,66,183,79513,167.53217333333333,1602,117923
Tima,72,67,132,266948,453.80975555555557,676,209104
Time,208,145,347,830297,515.953122,2039,601385
Tiphat,84,107,197,361394,436.66238076923077,1092,299930
TitaN,245,123,281,1333498,787.3610562499999,2439,758834
Tiwaz,0,4,13,7937,124.2032,220,15688
Toasty,101,48,128,492824,790.3741789473684,632,259614
Toayin,2,13,9,10536,222.60065,88,11206
Tobi,14,23,58,63261,323.20691428571433,273,65113
Tochas,26,135,330,209793,221.36101724137933,3151,235244
Tockimo,72,339,765,566885,221.79132564102562,8853,629222
Today,8,29,109,54699,190.87583333333333,1017,73610
Toffe,106,105,186,691539,718.7238862068965,931,375920
TolanD,44,58,122,384489,673.163825,697,223085
Tomio,116,77,379,615941,451.2680142857143,2086,508132
Tommy,6,12,10,25512,558.5654999999999,20,17247
Tomo,102,95,157,836904,675.4453314285714,1148,493984
Tomrio,128,115,433,541427,457.5788432432432,1876,452737
Tomson,3,4,1,23517,395.80404999999996,59,20145
ToongE,345,181,528,1865346,821.4213057971014,2594,988154
TopLop,31,136,444,291577,255.23252857142856,3861,289305
Torak,32,23,48,170964,591.6374777777778,266,123762
Tore,14,32,166,95294,245.55481666666665,1454,106655
Tory,64,45,112,337313,764.4210142857144,369,177815
Totoro,0,16,13,11946,205.1717,192,13073
Toumes,191,135,323,984195,714.8653581395349,802,531332
Toxy,18,12,31,77102,661.8644750000001,85,43319
Tozue,0,8,0,9771,364.1366,8,7911
Tracyn,296,162,427,1589668,624.24947625,2075,1055547
Trashy,2,7,4,17894,306.0944,86,16985
Treatz,65,137,486,358381,248.36069111111112,4466,363718
Trick,2,6,12,16669,242.3515,79,21155
Trigger,308,123,345,1399659,809.5020620689655,2062,796511
Trigo,197,140,272,1062118,673.677702173913,2029,649882
Trila,190,236,645,861160,395.72566470588237,2569,763557
Tropy16,144,168,207,859634,705.1437289473685,738,491126
Trymbi,25,143,399,236008,186.0130153846154,4262,312298
Tsiperakos,302,154,514,1525405,798.6466169491525,1680,785932
Tuercas,65,78,91,318669,606.85053125,407,192848
Tumay,77,56,124,268777,492.14688235294113,688,203295
Turtle,33,43,72,210225,538.0082,357,137483
Tutsz,200,150,392,1316563,650.733293442623,1982,812333
Twendddy,7,11,8,42131,543.4561666666667,39,26561
Twiizt,30,162,393,258844,177.2859093023256,4646,346184
Ty,18,25,34,77340,427.0215,255,65720
Typhoon,263,186,557,891762,468.15404333333333,2751,719113
Tyr,7,64,129,80218,197.43143846153848,1194,95424
Tyrion,38,30,121,154198,558.0068100000001,435,113846
Tyrone,48,10,65,174074,785.2230125,168,99893
UNF0RGIVEN,206,83,265,1184980,865.9003974999999,1026,602117
Ucal,282,230,422,1749835,658.1840367088607,2657,1089429
UmTi,80,128,310,556796,416.1711121951219,1961,460849
Unchained,24,23,20,109522,686.7121,143,67230
Undefined,32,141,352,194422,189.373265625,3343,250857
Unforgiven,61,76,172,280725,416.216405,884,226434
Unicow,28,29,19,204426,647.22464,225,126983
UniqueCORN,145,110,261,802491,673.5211833333334,855,489461
Unkn0wn5,287,172,378,1655031,844.741633898305,1741,851822
Upset,376,84,388,1517275,714.884678125,2345,967372
Urban,20,61,234,174229,262.20365000000004,2080,169943
Urgaleex,99,101,99,488090,615.1962833333333,620,320805
V1dde,2,2,16,19434,738.4674,16,10963
V1per,77,32,73,247010,776.98111,214,151470
VEL BEEHIV3,23,36,46,164045,545.5826222222222,239,101816
VEL Lambda,21,35,34,123116,418.65506666666664,250,99836
VEL Skinny,10,47,57,91313,313.3497888888889,409,84859
VEL fuki,6,47,58,53107,181.36860000000001,769,63175
VEL tetu,31,31,30,182279,590.4490222222222,207,115059
VER Tayron,14,5,15,39847,783.31575,34,21358
VG Misuop,3,31,48,22570,173.52865,370,32323
VG dd1,25,18,33,86367,658.70675,182,53772
VG thoc,21,20,31,107462,823.6568,165,55214
VK EMPTY2,1,22,67,30457,188.73412000000002,407,38714
VK Eria,8,27,22,71579,487.37302,286,42737
VK Fantasyleaf,39,71,67,338863,590.0695666666667,414,208552
VK Jmicta,101,181,233,520895,436.7806108108108,1610,393430
VK Sag1rii,1,33,49,30181,147.36541666666668,628,45771
VK motimotti11,188,164,185,887178,713.0732578947369,1058,512827
VK peakey,7,51,105,48101,160.09466,793,71496
VK udon,19,52,64,204306,589.61743,304,111798
VK velbellys,122,135,197,724004,645.1576235294117,951,405786
VLY Ryo,40,22,47,119349,685.5050166666666,213,77175
VLY hachim1,16,9,35,52634,602.7923666666667,94,36267
VLY tetu,14,4,23,40242,509.7350666666666,56,31812
VOPI,7,13,8,47627,451.17102500000004,51,33331
VR Alucard,9,27,20,61534,641.1523666666667,57,30670
VR HighPing,12,11,20,51505,532.8259333333334,70,33334
VR Omen,23,15,12,66909,720.4960666666666,50,36046
VT Magus,17,61,188,115116,246.4727133333333,1473,123976
VT Nangning,99,65,135,441928,761.4782388888889,578,220716
VT saru,93,76,119,396161,680.317538888889,687,226493
VaSKED,17,111,238,185429,211.53339615384616,3022,208778
Valehir,5,38,61,55747,239.50415714285714,671,55436
Valenjin,4,28,60,48050,315.8027,417,37897
Vampire,99,480,1166,767981,207.33815603448275,13482,911489
Van,138,75,197,444919,563.9842148148148,1118,321852
Vander,16,51,135,77841,158.19947333333332,1689,118433
Vares,46,44,82,299589,710.4866714285714,352,161355
Varin,4,59,144,88121,206.56165714285711,1254,99787
Varry,158,128,224,871132,663.7935846153846,1260,533563
Vasco,272,165,510,1644761,709.4462216216216,2079,960431
Vaynedeta,344,140,334,1413753,772.6980192982456,1819,818533
Vayzer,1,8,7,23669,505.4348,33,15522
VeRu,5,22,8,69099,511.43945999999994,89,44400
Veignorem,52,214,539,400703,225.98632452830188,6838,447991
Velja,396,191,676,1298525,511.6465231707317,3506,1024544
Venour,240,203,383,1495185,631.1987066666667,2259,947462
Verdes,10,27,26,107144,540.2844857142857,155,66621
Vertigo,142,100,194,835846,549.4211177777778,1370,605523
Vetheo,218,157,357,1388592,718.5083072727273,2432,829872
VfB Baumi,6,13,12,52014,547.2472666666666,68,34981
VicLa,214,249,509,1616398,667.2166815789474,2596,944871
Viciun,39,96,198,231656,328.49945,1967,189922
VietThanh,10,36,33,108538,529.2504857142857,185,76973
Vigil,212,139,377,1090869,816.3496232558139,1244,574757
Vikes,19,25,17,88837,801.173675,67,48956
Vin,131,92,249,730644,662.9666441176471,1009,447359
Vincenzo,386,295,836,1527744,439.21363925233646,5422,1316595
Vinicete,13,36,46,87075,467.3862833333333,229,59240
Violet,60,39,69,287347,503.81614999999994,497,224513
Viper,618,251,760,2944064,760.2377184873949,4891,1726764
VirusFx,214,79,239,946139,861.601725,1252,468148
Visdom,64,264,845,479318,205.026764,8258,596562
Vit,56,33,81,186009,591.1203800000001,348,132095
Vizicsacsi,221,176,334,1168492,658.9108357142858,1925,721163
Vizzpers,69,76,77,409126,733.6073055555556,337,222698
Vladi,326,216,628,2181913,710.9879612903226,3368,1283166
Vlaren,45,128,376,304829,302.16731212121215,2985,280520
Vodin,39,71,73,310504,484.36179999999996,423,240334
Void,34,16,29,118324,811.7583000000001,111,66586
Vojtus,5,7,9,34695,656.7564,40,18430
Vulcan,38,104,605,292036,175.01231176470588,5722,427065
Vuxan,33,63,68,162966,413.63062142857143,441,128394
Vyctor,114,70,122,562447,710.9582416666667,682,316598
Vzz,346,164,339,1541005,799.9313241935484,1670,859641
WAP Pinut,1,3,0,8485,367.0512,22,8122
WAP Trick5ht,2,7,1,14703,636.0346,8,7225
WAP Xia0,0,6,2,3982,172.2567,45,4655
WARANGELUS,89,65,144,530108,689.410152173913,740,317589
WCD,11,14,18,64212,619.1830666666666,82,41032
WNTR,101,158,176,701321,600.5514499999999,952,449924
WP rcg,10,17,37,103507,887.1068,141,47499
WT whisper,26,2,20,47942,832.9298,67,29305
WachonBB,2,15,12,11702,245.87310000000002,134,12390
Wako,124,96,217,849515,649.6613384615384,1566,540930
WalliR,271,292,393,1616068,799.8939292307692,1230,815155
Wamu,110,86,258,654408,557.3750916666667,1187,448530
WarShogun,3,8,5,21256,497.9185,40,14773
Warner,227,140,228,1040548,758.6147121951219,1345,599765
Warrior,54,63,98,347861,728.8541600000001,375,181398
Washidai,157,123,365,857993,562.7784075471698,1393,598545
Wasteland,45,35,89,222808,656.0112090909091,301,128978
Waterbender,39,29,51,226779,748.1209333333333,234,122129
Watket,2,40,74,55636,204.321475,817,62069
Way,106,319,1037,707558,246.43132527472528,10057,745730
Wayne,343,238,492,1933563,656.2033827586207,2902,1173050
WeeDnek,15,70,38,91775,254.77369285714283,276,103969
Wei,221,221,627,1057337,470.110684057971,3650,812316
Weiwei,29,55,78,181137,354.62454375,771,168507
Weizhe,234,215,350,1183191,686.8377145454546,1477,696461
Wenbo,16,19,21,71737,569.15585,115,45529
Wendel,17,63,143,95959,237.84366923076925,1340,102314
Wenjian,27,35,76,104922,478.3842875,255,79074
Whale,14,24,20,96568,826.27855,118,45011
Whip,192,177,437,1139431,546.362243076923,1483,765321
Whistle,214,136,381,1191199,836.6814042553191,1386,606437
White,202,212,492,876386,422.99583809523807,2898,738265
WhiteKnight,243,258,695,1538448,478.134559,3101,1156342
Whynot,13,30,52,78690,292.3397444444444,401,87940
Whyx,21,79,180,116810,216.32425999999998,1569,135430
Wicked,194,162,303,996693,720.3619952380952,823,565467
Wiker,7,11,13,41888,649.4358,44,25578
Wildenbruch,113,387,839,622609,249.34940649350648,8543,639534
Will,45,41,116,198720,406.46020000000004,699,167202
Willer,329,208,534,1092197,483.36649859154926,3512,896017
Wilson,127,136,324,637569,423.6125431818182,1965,516089
Wind1,184,146,303,942627,668.2323386363637,1022,572953
Wingate,16,36,51,79895,312.20655,218,79326
Wink,35,164,419,297555,175.970146,5899,397558
Winner,315,278,692,1358404,437.5310631578947,4783,1108594
Winsome,10,55,233,101794,159.57355789473684,2372,163854
Wiz,108,116,295,537038,441.68558285714283,1887,421238
Wizer,159,125,292,1005905,612.1734791666667,1781,643393
Woldjo,58,96,134,244266,380.90574761904765,663,221768
Wolfy,2,9,11,35722,391.53999999999996,74,32148
Wolorz,63,35,122,350147,678.2648764705882,397,216298
Woody,68,204,670,444826,196.3948323943662,8055,584173
Woolite,450,227,567,1998294,813.3292376623377,2512,1097765
Worst,144,68,202,565901,701.0341423076923,587,347010
Worthless,64,41,134,358597,912.9508333333333,332,178810
Wos,1,56,71,51699,170.76125555555555,986,66358
WouLou,2,6,10,21375,799.5636,23,11074
Wrongo,12,81,211,117278,226.04978125,1736,129621
Wuanted,32,40,70,134729,448.0302,342,102227
Wuis,45,187,592,380943,231.0644039215686,5005,409580
Wunder,23,3,12,65885,1230.40065,36,27065
Xagog,290,329,610,1384362,545.6322636363636,3389,931479
Xavi,10,71,151,94477,205.72313333333335,1422,112420
Xavian,3,8,4,21001,365.2599,18,21829
Xay,53,24,55,221155,793.88125,271,128095
Xayoo,48,44,106,314513,795.2773846153846,290,154834
XeRone,129,191,175,715145,550.6539955555555,911,491655
Xeanny,3,6,2,16739,332.4022,31,16105
Xelar,10,10,10,43743,722.4490499999999,38,24614
Xen0gan,30,47,72,220564,612.3426583333334,295,135466
Xeonerr,212,202,512,869981,458.19970666666666,2724,696680
XerRay,15,72,246,130920,215.896515,1934,159445
Xerxe,186,119,467,855640,479.40124444444444,2486,668935
Xiang,7,11,22,38649,409.78013333333337,101,36863
Xiao,15,27,35,83755,550.2313,152,60026
XiaoXiang,57,27,151,284941,730.75975,423,163055
XiaoYang,4,11,7,42151,759.51415,51,22879
Xiaohao,199,107,341,709922,417.93192799999997,2544,637964
Xiaohu,338,283,743,2312159,646.7221710280373,4040,1388892
Xiaomi,58,53,107,197907,577.7952181818182,400,132076
Xiaorui,11,10,29,76252,754.8815333333333,100,42931
Xiaoxia,27,174,460,258982,159.122682,5723,380358
Xiaoxu,140,157,249,891715,490.8312,1776,681074
Xico,127,116,225,737580,747.030535483871,969,408579
Xicor,166,126,209,830855,746.6731638888889,1155,477251
Xin,197,210,397,845582,517.8821807692308,2073,608931
Xinshou1,54,69,66,170743,457.46267857142857,398,135737
XnS,307,221,551,1254302,560.9207106060607,2875,860196
Xun,389,281,758,1586300,450.30618037383175,4857,1295332
YSKM,327,248,399,1678931,668.0479650602409,1959,1036014
YYG MAO,134,113,229,619430,608.7113515151516,687,393112
YYG Magus,23,81,316,127661,204.69138095238097,1886,166980
YYG Tory,25,20,42,127134,761.4289833333333,127,65755
YYG hourosummer,76,42,103,268436,703.9787666666666,362,163122
Yaavi,54,40,70,325550,654.3371142857143,330,190080
Yakkey,227,118,233,1022827,779.6819523809523,1129,581731
YamatoCannon,1,2,2,6076,218.4302,12,8804
Yampi,113,123,291,570642,456.88600540540546,1783,429428
Yanxiang,35,21,95,139535,550.1278,393,98631
Yasikof,47,33,82,161229,479.49871,386,129280
Ycx,42,208,541,325223,192.36798846153846,6118,421302
YellowMoonkey,12,6,15,50590,631.9889999999999,50,32103
Yen,101,76,125,529357,659.599526923077,604,336588
Yeon,312,127,299,1507222,757.4836333333334,2422,875566
Yerikan,12,50,182,146547,310.7916714285714,1665,123275
Yike,280,268,753,1367641,443.7623043010753,4255,1080346
Yoangi,66,35,97,323253,745.8928538461539,519,184224
Yohan,40,37,55,132586,430.91009,412,114396
Yoshida,36,41,66,159521,762.4368142857141,148,92057
Young,31,26,67,167445,546.4965777777778,270,118421
YoungJae,447,304,841,1735734,571.8245572916667,5157,1199229
Yuanyue,35,36,74,190503,603.3482545454546,278,120049
Yuhi,259,124,357,1075847,702.8925528301887,1586,680015
Yukin0,10,24,14,56868,479.59642499999995,97,44534
Yukina,3,9,59,27221,262.990375,354,29023
Yukino,231,185,452,897315,508.30203454545455,2411,665591
Yume,16,107,194,123713,206.55952000000002,2090,147407
Yupps,112,132,202,781211,585.2455717948718,1442,509425
Yur4ik,25,62,187,144186,230.91968888888889,1712,155424
Yuri,55,43,93,301721,928.00103,335,135645
Yuros,1,5,8,18515,589.6497,24,9737
Yusah,87,78,238,358939,446.5395833333334,1217,291931
