playername,doublekills,triplekills,quadrakills,pentakills
Leb,40.0,3.0,1.0,0.0
Leemas,1.0,0.0,0.0,0.0
Legolas,91.0,19.0,7.0,0.0
Lehends,2.0,0.0,0.0,0.0
Lekcyc,1.0,0.0,0.0,0.0
Leks,13.0,1.0,0.0,0.0
Lele,0.0,0.0,0.0,0.0
Leleko,3.0,0.0,0.0,0.0
Lelouch,1.0,0.0,0.0,0.0
Lens,27.0,8.0,1.0,0.0
Leny,11.0,2.0,0.0,0.0
Leo,13.0,1.0,0.0,0.0
Leo D Aras,0.0,0.0,0.0,0.0
Leo s Man,0.0,0.0,0.0,0.0
LeoLeCargo,0.0,0.0,0.0,0.0
Leon,1.0,0.0,0.0,0.0
Levi,30.0,2.0,0.0,0.0
Levitate,8.0,2.0,0.0,0.0
Levizin,2.0,1.0,0.0,0.0
Levy,10.0,0.0,0.0,0.0
Leza,17.0,3.0,0.0,0.0
Liangchen,1.0,0.0,0.0,0.0
Liar,25.0,5.0,2.0,1.0
Libra,8.0,1.0,0.0,0.0
Licorice,4.0,0.0,0.0,0.0
Life,1.0,0.0,0.0,0.0
Ligen,3.0,0.0,0.0,0.0
Light,0.0,0.0,0.0,0.0
LightFall,5.0,0.0,0.0,0.0
Liivek,7.0,0.0,0.0,0.0
Likai,15.0,2.0,0.0,0.0
Likeamaws,1.0,0.0,0.0,0.0
Lil,2.0,0.0,0.0,0.0
Lilipp,1.0,0.0,0.0,0.0
Lilv,8.0,3.0,0.0,0.0
Lime,3.0,0.0,0.0,0.0
Lind,0.0,0.0,0.0,0.0
Lindgarde,19.0,3.0,0.0,0.0
Linfeng,0.0,0.0,0.0,0.0
Lio,1.0,0.0,0.0,0.0
Lira,0.0,0.0,0.0,0.0
Lirua,0.0,0.0,0.0,0.0
Listo,12.0,2.0,1.0,0.0
Liweier,20.0,3.0,0.0,0.0
Lixo,0.0,0.0,0.0,0.0
Lizia,0.0,0.0,0.0,0.0
Loading,5.0,0.0,0.0,0.0
Loers,4.0,0.0,0.0,0.0
Lofti,1.0,0.0,0.0,0.0
Lojaz,3.0,0.0,0.0,0.0
Loki,35.0,10.0,0.0,0.0
Lonely,5.0,0.0,0.0,0.0
Loopy,0.0,0.0,0.0,0.0
Lorenz,0.0,0.0,0.0,0.0
Lospa,1.0,0.0,0.0,0.0
Lost,10.0,1.0,0.0,0.0
Lostboy,0.0,0.0,0.0,0.0
Lot,9.0,3.0,0.0,0.0
Lothen,47.0,4.0,1.0,0.0
Lozer,7.0,2.0,0.0,0.0
Ls,0.0,0.0,0.0,0.0
Luca Brassi,8.0,3.0,0.0,0.0
Lucid,34.0,4.0,1.0,1.0
Lucker,6.0,1.0,0.0,0.0
Lucky,1.0,0.0,0.0,0.0
Lucy,4.0,1.0,0.0,0.0
Ludas Matyi,0.0,0.0,0.0,0.0
Luis,0.0,0.0,0.0,0.0
Luke,0.0,0.0,0.0,0.0
Luknom,1.0,0.0,0.0,0.0
Lukyss,23.0,4.0,1.0,0.0
Lulas,7.0,2.0,0.0,0.0
Lumi,0.0,0.0,0.0,0.0
Lunatic,0.0,0.0,0.0,0.0
Luon,0.0,0.0,0.0,0.0
Lurox,3.0,0.0,0.0,0.0
Lvsyan,2.0,0.0,0.0,0.0
Lyg,12.0,1.0,0.0,0.0
Lyncas,7.0,1.0,0.0,0.0
Lyng,0.0,0.0,0.0,0.0
Lynkez,10.0,5.0,0.0,0.0
Lyonz,0.0,0.0,0.0,0.0
M G,23.0,3.0,0.0,0.0
MAT,0.0,0.0,0.0,0.0
MAXI,5.0,0.0,0.0,0.0
MDB,8.0,0.0,0.0,0.0
ME Souma Ria,0.0,0.0,0.0,0.0
ME Sprinta,0.0,0.0,0.0,0.0
ME Zyon,0.0,0.0,0.0,0.0
MG QTC9,8.0,2.0,2.0,0.0
MG Selxiss,3.0,1.0,1.0,0.0
MGZ Draxo5,0.0,0.0,0.0,0.0
MGZ Lelouch2,1.0,0.0,0.0,0.0
MISSING,0.0,0.0,0.0,0.0
MKR,6.0,1.0,0.0,0.0
MOT Benny1,1.0,0.0,0.0,0.0
MT2 Casey,0.0,0.0,0.0,0.0
MT2 Epic,1.0,0.0,0.0,0.0
MT2 Jetski,0.0,0.0,0.0,0.0
MT2 Trollnekton,1.0,0.0,0.0,0.0
MT2 lStephanl,0.0,0.0,0.0,0.0
MUDAI,56.0,8.0,1.0,0.0
MVG Doni1,0.0,0.0,0.0,0.0
MVG Piscis,0.0,0.0,0.0,0.0
MYTH Uncle Iroh,0.0,0.0,0.0,0.0
Mac Abert,0.0,0.0,0.0,0.0
Macaquino,1.0,0.0,0.0,0.0
MadDogg9,8.0,2.0,0.0,0.0
Mafro,5.0,2.0,0.0,0.0
Maged,33.0,8.0,2.0,0.0
Magic,8.0,0.0,0.0,0.0
Magico,1.0,0.0,0.0,0.0
Mago,9.0,1.0,0.0,0.0
Mahonix,0.0,0.0,0.0,0.0
MaiYuk,12.0,0.0,0.0,0.0
Makes,11.0,1.0,0.0,0.0
Makitah,6.0,1.0,0.0,0.0
Makk,7.0,0.0,0.0,0.0
Mako,7.0,2.0,2.0,0.0
Malala,0.0,0.0,0.0,0.0
Malice,0.0,0.0,0.0,0.0
Malrang,1.0,0.0,0.0,0.0
Manaty,29.0,3.0,2.0,1.0
Manel,0.0,0.0,0.0,0.0
Manolito,1.0,0.0,0.0,0.0
ManoloGap,16.0,3.0,0.0,0.0
Maple,1.0,0.0,0.0,0.0
Marbirius,26.0,2.0,1.0,0.0
Marble,33.0,6.0,3.0,1.0
Marco,4.0,0.0,0.0,0.0
Marcv1,36.0,6.0,0.0,0.0
Mario,3.0,1.0,0.0,0.0
Markoon,8.0,1.0,0.0,0.0
Markus,0.0,0.0,0.0,0.0
Marky,12.0,1.0,0.0,0.0
Marlley,0.0,0.0,0.0,0.0
Marrow Ooze,9.0,1.0,0.0,0.0
Marth,25.0,11.0,3.0,1.0
Marty,45.0,6.0,0.0,0.0
Maru,9.0,1.0,0.0,0.0
Marvin,4.0,0.0,0.0,0.0
Marzaya,3.0,1.0,0.0,0.0
Marzo,9.0,0.0,0.0,0.0
Mask,5.0,3.0,1.0,1.0
Massu,57.0,17.0,1.0,0.0
Master Jos,6.0,1.0,0.0,0.0
MasuHana,7.0,1.0,0.0,0.0
Masuyo,0.0,0.0,0.0,0.0
Mataz,8.0,0.0,0.0,0.0
MathisV,11.0,1.0,0.0,0.0
Matias,16.0,4.0,0.0,0.0
Matislaw,10.0,3.0,0.0,0.0
Matixx,5.0,3.0,1.0,0.0
Matsukaze,5.0,0.0,0.0,0.0
Matty,1.0,0.0,0.0,0.0
Maty,0.0,0.0,0.0,0.0
Mauki,9.0,3.0,0.0,0.0
MaxSchallah,0.0,0.0,0.0,0.0
MaxouTigrou,2.0,0.0,0.0,0.0
Maxterium,2.0,0.0,0.0,0.0
Maynter,30.0,7.0,0.0,0.0
Mazi,0.0,0.0,0.0,0.0
Mega,1.0,0.0,0.0,0.0
MegaJ,2.0,1.0,0.0,0.0
Meiko,0.0,0.0,0.0,0.0
Melonik,23.0,3.0,0.0,0.0
Mentos,12.0,2.0,0.0,0.0
Meoow,3.0,0.0,0.0,0.0
Mercury,2.0,0.0,0.0,0.0
Mercy9,18.0,0.0,0.0,0.0
Mersa,0.0,0.0,0.0,0.0
MetroArcher,31.0,4.0,0.0,0.0
Metroflox,13.0,3.0,0.0,0.0
Mettalica,4.0,2.0,1.0,1.0
Mewkyo,14.0,1.0,0.0,0.0
Mezze,0.0,0.0,0.0,0.0
Miata,5.0,0.0,0.0,0.0
Midir,18.0,1.0,0.0,0.0
Midnight,29.0,4.0,1.0,0.0
Miella,0.0,0.0,0.0,0.0
Mietek,24.0,5.0,1.0,0.0
Mihai,27.0,4.0,1.0,0.0
MihawK,33.0,7.0,1.0,1.0
Mihile,40.0,8.0,1.0,0.0
Mikano,1.0,0.0,0.0,0.0
Mikkel,9.0,4.0,0.0,0.0
Mikusik,8.0,3.0,0.0,0.0
Mikyx,3.0,0.0,0.0,0.0
Milan,2.0,0.0,0.0,0.0
Mildorff,0.0,0.0,0.0,0.0
Milkshake,0.0,0.0,0.0,0.0
Mimic,7.0,1.0,0.0,0.0
Mimosa,3.0,1.0,0.0,0.0
Miniduke,15.0,5.0,0.0,0.0
Minji,22.0,6.0,0.0,0.0
Minous,1.0,0.0,0.0,0.0
Minu,14.0,5.0,1.0,0.0
Minui,1.0,0.0,0.0,0.0
Mio7,3.0,1.0,0.0,0.0
Mir,2.0,0.0,0.0,0.0
Miracle,0.0,0.0,0.0,0.0
Mireu,19.0,1.0,0.0,0.0
Mirrowfox,10.0,0.0,0.0,0.0
Mis,0.0,0.0,0.0,0.0
Misaki,0.0,0.0,0.0,0.0
Mishal,0.0,0.0,0.0,0.0
Mishi,23.0,5.0,0.0,0.0
Mission,1.0,0.0,0.0,0.0
Mita,2.0,0.0,0.0,0.0
Mitir,0.0,0.0,0.0,0.0
Mixtsure,1.0,0.0,0.0,0.0
Miyuuri,0.0,0.0,0.0,0.0
MnM,1.0,0.0,0.0,0.0
Mobility,28.0,5.0,2.0,0.0
Moham,0.0,0.0,0.0,0.0
Molanes,2.0,0.0,0.0,0.0
Momo,24.0,4.0,0.0,0.0
Momochi,0.0,0.0,0.0,0.0
Monki,0.0,0.0,0.0,0.0
Mood,1.0,0.0,0.0,0.0
Morfan,4.0,1.0,0.0,0.0
Morgan,22.0,3.0,1.0,0.0
Morttheus,33.0,9.0,0.0,0.0
MrFreezed,14.0,2.0,1.0,0.0
MrHB,11.0,2.0,1.0,0.0
MrJackson,6.0,0.0,0.0,0.0
MrPhant0m,20.0,4.0,0.0,0.0
Mrozku,32.0,5.0,0.0,0.0
Mun,0.0,0.0,0.0,0.0
Munet,2.0,0.0,0.0,0.0
Music,12.0,1.0,0.0,0.0
Mutton,0.0,0.0,0.0,0.0
Mxe,0.0,0.0,0.0,0.0
MyCash,6.0,2.0,0.0,0.0
Myrtus,1.0,0.0,0.0,0.0
Myrwn,26.0,2.0,0.0,0.0
Mysterias,0.0,0.0,0.0,0.0
Mystiques,0.0,0.0,0.0,0.0
MélyaP,9.0,2.0,0.0,0.0
N3znamy,0.0,0.0,0.0,0.0
NBA,3.0,0.0,0.0,0.0
NCP Lchallenge,1.0,0.0,0.0,0.0
NCP Nangning,10.0,0.0,0.0,0.0
NCP Sassappel,2.0,0.0,0.0,0.0
NCP saru,12.0,3.0,0.0,0.0
NF Albino Poro,0.0,0.0,0.0,0.0
NF Erika,0.0,0.0,0.0,0.0
NF Geraldes,1.0,0.0,0.0,0.0
NF LEVIATAN,0.0,0.0,0.0,0.0
NF Oshii,0.0,0.0,0.0,0.0
NF Saibotbias,0.0,0.0,0.0,0.0
NF saibotbias,1.0,0.0,0.0,0.0
NGU Kairi1,1.0,0.0,0.0,0.0
NGU Kngo1,1.0,0.0,0.0,0.0
NGU PeterL,6.0,2.0,0.0,0.0
NGU Seebulabu1,0.0,0.0,0.0,0.0
NGU Slowz1,5.0,0.0,0.0,0.0
NGU Souma,1.0,0.0,0.0,0.0
NGU Warrior1,1.0,0.0,0.0,0.0
NGX Bey0nd,0.0,0.0,0.0,0.0
NGX Tricky,2.0,0.0,0.0,0.0
NOMA,8.0,0.0,0.0,0.0
NSA Achael,1.0,1.0,0.0,0.0
NSA Bada,1.0,0.0,0.0,0.0
NSA Chien,0.0,0.0,0.0,0.0
NSA Namsi,0.0,0.0,0.0,0.0
NT Ripper1,1.0,0.0,0.0,0.0
Naak Nako,12.0,1.0,0.0,0.0
Nacho,0.0,0.0,0.0,0.0
Nade,0.0,0.0,0.0,0.0
Nafkelah,41.0,4.0,0.0,0.0
NaiNa,11.0,2.0,0.0,0.0
Nainess,0.0,0.0,0.0,0.0
Naitz,4.0,0.0,0.0,0.0
Namgung,2.0,0.0,0.0,0.0
Namsi,1.0,0.0,0.0,0.0
Nan0,20.0,3.0,1.0,0.0
Nanaue,28.0,4.0,0.0,0.0
Nanchuco,18.0,3.0,0.0,0.0
Nannini,10.0,0.0,0.0,0.0
Naros,5.0,1.0,0.0,0.0
Narttaker,3.0,0.0,0.0,0.0
Nary,4.0,2.0,0.0,0.0
Nash,3.0,0.0,0.0,0.0
Nasser,2.0,0.0,0.0,0.0
Nasut,2.0,0.0,0.0,0.0
Nata,16.0,3.0,1.0,0.0
NattyNatt,5.0,1.0,1.0,0.0
Naviah,19.0,2.0,0.0,0.0
Nawa,22.0,3.0,0.0,0.0
Nawaf,27.0,8.0,1.0,0.0
Neadz,6.0,2.0,0.0,0.0
Necro,8.0,1.0,1.0,0.0
Nekro,1.0,0.0,0.0,0.0
Nemesis,41.0,8.0,2.0,1.0
Nenad,34.0,6.0,1.0,0.0
Neo,2.0,0.0,0.0,0.0
Neon,42.0,12.0,1.0,0.0
Neramin,46.0,13.0,0.0,0.0
Nerion,7.0,1.0,0.0,0.0
Nero,8.0,1.0,0.0,0.0
Nestea,8.0,2.0,0.0,0.0
Nesty,18.0,3.0,1.0,0.0
Netuno,22.0,9.0,5.0,1.0
Nevid,26.0,3.0,1.0,1.0
Nia,8.0,3.0,0.0,0.0
Nice Guy Ben,8.0,1.0,0.0,0.0
NightSlayer,16.0,3.0,0.0,0.0
Nightmares,0.0,0.0,0.0,0.0
Nightstar,0.0,0.0,0.0,0.0
Niket,0.0,0.0,0.0,0.0
Nikiyas,29.0,8.0,2.0,1.0
Nikolex,9.0,3.0,0.0,0.0
Nille,20.0,4.0,0.0,0.0
Ninefog,4.0,2.0,0.0,0.0
NinjaKiwi,17.0,4.0,0.0,0.0
Ninji,1.0,0.0,0.0,0.0
Nino,7.0,1.0,0.0,0.0
Ninten,1.0,0.0,0.0,0.0
Nio,2.0,0.0,0.0,0.0
Niqkl,3.0,1.0,0.0,0.0
Nisqy,1.0,0.0,0.0,0.0
Nite,0.0,0.0,0.0,0.0
Nitz,3.0,1.0,0.0,0.0
NoDu,0.0,0.0,0.0,0.0
NoName,6.0,1.0,0.0,0.0
NoWay,11.0,1.0,0.0,0.0
Noah,29.0,6.0,3.0,1.0
Nobody,2.0,1.0,0.0,0.0
Nomi,10.0,2.0,0.0,0.0
Noodle,23.0,2.0,0.0,0.0
Norwegian,39.0,6.0,1.0,0.0
Notiko,23.0,4.0,1.0,0.0
Nottingham,0.0,0.0,0.0,0.0
Nova,0.0,0.0,0.0,0.0
NowFin,2.0,0.0,0.0,0.0
Noz2k,39.0,3.0,0.0,0.0
Nsurr,1.0,0.0,0.0,0.0
NuQ,29.0,7.0,1.0,0.0
Nukez,2.0,0.0,0.0,0.0
NvN,4.0,0.0,0.0,0.0
Nyx,4.0,0.0,0.0,0.0
ODD Chomp,0.0,0.0,0.0,0.0
ODD Miracle2,0.0,0.0,0.0,0.0
ODD WhiteWolf,0.0,0.0,0.0,0.0
OMON,38.0,6.0,3.0,0.0
ON,0.0,0.0,0.0,0.0
ONLY,78.0,20.0,5.0,1.0
OTS Creepano,0.0,0.0,0.0,0.0
OTS Silk2,2.0,1.0,0.0,0.0
OUAT kkero,0.0,0.0,0.0,0.0
OWLONSKY,13.0,1.0,1.0,0.0
Obstinatus,1.0,0.0,0.0,0.0
Oceann,1.0,0.0,0.0,0.0
Oda,0.0,0.0,0.0,0.0
OddEye,74.0,17.0,3.0,1.0
Oddielan,3.0,0.0,0.0,0.0
Odessa,1.0,1.0,0.0,0.0
Odi11,49.0,12.0,3.0,0.0
Oguzkhan,1.0,0.0,0.0,0.0
OkerumoN,3.0,0.0,0.0,0.0
Oleg,18.0,2.0,2.0,0.0
Oner,48.0,3.0,0.0,0.0
Only35,1.0,0.0,0.0,0.0
Opeduy,11.0,2.0,0.0,0.0
Ophelia,3.0,0.0,0.0,0.0
Orca,3.0,0.0,0.0,0.0
OrthoZero,1.0,0.0,0.0,0.0
Osaki,1.0,0.0,0.0,0.0
Oscarinin,15.0,0.0,0.0,0.0
Osman123,22.0,3.0,1.0,1.0
Ouzi,8.0,1.0,0.0,0.0
OvO,1.0,0.0,0.0,0.0
OverT1me,0.0,0.0,0.0,0.0
Overpow,6.0,0.0,0.0,0.0
Own3r,13.0,1.0,0.0,0.0
Ozgur,5.0,0.0,0.0,0.0
P1ng,3.0,1.0,0.0,0.0
P9,4.0,1.0,0.0,0.0
PAPU Lucas,1.0,0.0,0.0,0.0
PAPU Nithral,0.0,0.0,0.0,0.0
PAPU Papulon,0.0,0.0,0.0,0.0
PAPU Raviool,1.0,0.0,0.0,0.0
PAPU Xami,0.0,0.0,0.0,0.0
PAPU its me,0.0,0.0,0.0,0.0
PAPU moaixd,1.0,0.0,0.0,0.0
PCS OQ01,0.0,0.0,0.0,0.0
PCS OQ02,0.0,0.0,0.0,0.0
PCS OQ03,1.0,0.0,0.0,0.0
PCS OQ04,4.0,0.0,0.0,0.0
PCS OQ07,0.0,0.0,0.0,0.0
PCS OQ12,0.0,0.0,0.0,0.0
PCS OQ31,0.0,0.0,0.0,0.0
PCS OQ32,2.0,0.0,0.0,0.0
PCS OQ33,3.0,1.0,0.0,0.0
PCS OQ34,4.0,0.0,0.0,0.0
PCS OQ35,0.0,0.0,0.0,0.0
PCS OQ61,4.0,2.0,0.0,0.0
PCS OQ63,5.0,0.0,0.0,0.0
PCS OQ65,1.0,0.0,0.0,0.0
PCS OQ67,5.0,1.0,1.0,0.0
PHT,0.0,0.0,0.0,0.0
PLS Aadam,1.0,0.0,0.0,0.0
PLS Tubs,0.0,0.0,0.0,0.0
PME Asykz,3.0,0.0,0.0,0.0
PME Calypse,0.0,0.0,0.0,0.0
PME Den,3.0,1.0,0.0,0.0
PME Zoro,3.0,1.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0
PPS BMCB,1.0,0.0,0.0,0.0
PPS Lostboy,0.0,0.0,0.0,0.0
PPS Pasxalis,0.0,0.0,0.0,0.0
PPS SLynx,1.0,0.0,0.0,0.0
Pablerah,0.0,0.0,0.0,0.0
Pabu,8.0,1.0,0.0,0.0
Padawii,15.0,4.0,1.0,0.0
Paduck,82.0,17.0,3.0,1.0
Pain5,16.0,3.0,0.0,0.0
Painful,24.0,2.0,0.0,0.0
Painter,27.0,1.0,0.0,0.0
Paixdia,0.0,0.0,0.0,0.0
Paladin,4.0,0.0,0.0,0.0
Palafox,15.0,4.0,1.0,1.0
Pallet,19.0,8.0,1.0,0.0
Pancake,7.0,1.0,0.0,0.0
Panda2,14.0,1.0,0.0,0.0
Pangjin,36.0,8.0,1.0,0.0
Pankiu,0.0,0.0,0.0,0.0
Pann,0.0,0.0,0.0,0.0
Panther,56.0,7.0,1.0,0.0
Paolocannone,0.0,0.0,0.0,0.0
Paparotis,2.0,0.0,0.0,0.0
Papiteero,16.0,0.0,0.0,0.0
Paresz,6.0,0.0,0.0,0.0
Parlita,7.0,0.0,0.0,0.0
Parukia,0.0,0.0,0.0,0.0
Parus,1.0,0.0,0.0,0.0
Pasha,0.0,0.0,0.0,0.0
Passzi,1.0,0.0,0.0,0.0
Pasu,1.0,0.0,0.0,0.0
Patch,2.0,0.0,0.0,0.0
PatkicaA,11.0,3.0,0.0,0.0
Patrik,13.0,0.0,0.0,0.0
PatxiPirata,10.0,0.0,0.0,0.0
Pbd,0.0,0.0,0.0,0.0
Pcelica,8.0,1.0,0.0,0.0
Peach,3.0,0.0,0.0,0.0
Peaker,7.0,3.0,0.0,0.0
Peanut,27.0,5.0,1.0,0.0
Peco,4.0,1.0,1.0,0.0
Pedrolo,0.0,0.0,0.0,0.0
Peng,6.0,2.0,1.0,0.0
PepiineroJr,12.0,2.0,0.0,0.0
Peppe,47.0,12.0,5.0,0.0
PerfecT,32.0,5.0,3.0,0.0
Pericolo,6.0,1.0,1.0,0.0
Perkz,4.0,0.0,0.0,0.0
Perle,11.0,2.0,0.0,0.0
Perry,2.0,0.0,0.0,0.0
Pesho,46.0,10.0,0.0,0.0
Peter,4.0,0.0,0.0,0.0
PeterL,3.0,1.0,0.0,0.0
Peto,1.0,0.0,0.0,0.0
Petoska,4.0,1.0,0.0,0.0
Peyz,0.0,0.0,0.0,0.0
Phantasm,37.0,11.0,4.0,1.0
Philip,2.0,1.0,0.0,0.0
Phlloz,0.0,0.0,0.0,0.0
Phoenix,0.0,0.0,0.0,0.0
Photic,0.0,0.0,0.0,0.0
Photon,19.0,1.0,1.0,0.0
Phuc1,10.0,2.0,0.0,0.0
PhyMini,9.0,3.0,0.0,0.0
Phyraxx,1.0,0.0,0.0,0.0
PicaPica,0.0,0.0,0.0,0.0
Piccolo,1.0,0.0,0.0,0.0
Piero,4.0,1.0,0.0,0.0
Pigeonx,0.0,0.0,0.0,0.0
Pika1,16.0,2.0,1.0,0.0
PikaSensei,0.0,0.0,0.0,0.0
Pikii,3.0,0.0,0.0,0.0
Piku,5.0,0.0,0.0,0.0
Pilot,11.0,1.0,0.0,0.0
Pinki,28.0,7.0,2.0,0.0
Pinkmin,0.0,0.0,0.0,0.0
Pipibaat,16.0,2.0,0.0,0.0
PiskHello,6.0,3.0,1.0,0.0
Pivolj,1.0,0.0,0.0,0.0
Piwek,0.0,0.0,0.0,0.0
Pleasure,3.0,0.0,0.0,0.0
Pleata,5.0,0.0,0.0,0.0
Plox,12.0,0.0,0.0,0.0
PmK,12.0,4.0,0.0,0.0
Pobelter,14.0,1.0,0.0,0.0
Poby,29.0,6.0,2.0,1.0
Pockus,0.0,0.0,0.0,0.0
Poipi,0.0,0.0,0.0,0.0
Pollu,1.0,0.0,0.0,0.0
Polychiki,0.0,0.0,0.0,0.0
Pooya,4.0,0.0,0.0,0.0
Popon,7.0,0.0,0.0,0.0
Potent,8.0,1.0,0.0,0.0
Pout,13.0,3.0,1.0,0.0
Poweh,13.0,5.0,1.0,0.0
PowerOfEvil,33.0,3.0,0.0,0.0
Prachoun,1.0,1.0,1.0,0.0
Praevius,0.0,0.0,0.0,0.0
Prage,6.0,0.0,0.0,0.0
Pretender,24.0,3.0,0.0,0.0
Prever,34.0,7.0,1.0,0.0
Pride,12.0,1.0,0.0,0.0
Prime,2.0,0.0,0.0,0.0
ProDelta,0.0,0.0,0.0,0.0
Prominence,8.0,1.0,0.0,0.0
PsYcraw,0.0,0.0,0.0,0.0
Puddin,29.0,6.0,2.0,1.0
Pulzer,7.0,2.0,0.0,0.0
Pun,7.0,0.0,0.0,0.0
Pungyeon,43.0,8.0,1.0,0.0
Putin,6.0,2.0,0.0,0.0
Pyeonsik,67.0,6.0,1.0,0.0
Pyl,0.0,0.0,0.0,0.0
Pyoox,0.0,0.0,0.0,0.0
Pyosik,17.0,1.0,0.0,0.0
Pyrka,0.0,0.0,0.0,0.0
QTD Van1,1.0,0.0,0.0,0.0
Qats,16.0,4.0,0.0,0.0
Qing,1.0,0.0,0.0,0.0
Qu4rtzo,1.0,0.0,0.0,0.0
Quad,38.0,5.0,0.0,0.0
Quantum,8.0,1.0,0.0,0.0
Qubi,4.0,0.0,0.0,0.0
Quid,22.0,5.0,0.0,0.0
Quokka,1.0,0.0,0.0,0.0
Qwacker,11.0,4.0,0.0,0.0
R0se,32.0,6.0,3.0,1.0
R1to,0.0,0.0,0.0,0.0
R4G Acke,2.0,1.0,0.0,0.0
R4G zagon,1.0,0.0,0.0,0.0
RAFBIN,1.0,1.0,0.0,0.0
RAGE xld,0.0,0.0,0.0,0.0
RAMES,11.0,2.0,0.0,0.0
RAV3N,0.0,0.0,0.0,0.0
REV,2.0,1.0,0.0,0.0
RG Konan3,0.0,0.0,0.0,0.0
RKR,7.0,1.0,0.0,0.0
RP SoimuMIC,0.0,0.0,0.0,0.0
RPG Kikumin,2.0,0.0,0.0,0.0
RPG Kiwi,3.0,0.0,0.0,0.0
RPG McGrath,2.0,0.0,0.0,0.0
RPG Nakamura,6.0,0.0,0.0,0.0
RPG Shawshank,3.0,0.0,0.0,0.0
RPG claude,2.0,0.0,0.0,0.0
RPG hanya,1.0,0.0,0.0,0.0
RPG kukka,1.0,0.0,0.0,0.0
RPG petal,3.0,0.0,0.0,0.0
RPG sign,1.0,0.0,0.0,0.0
RUD Congolese,0.0,0.0,0.0,0.0
RUD Gtracks,0.0,0.0,0.0,0.0
RUD Hydraa,0.0,0.0,0.0,0.0
RYue,38.0,3.0,2.0,1.0
RaFaL,0.0,0.0,0.0,0.0
Rabble,30.0,6.0,1.0,0.0
Rabelo,35.0,5.0,1.0,0.0
Rabstar,0.0,0.0,0.0,0.0
Rachy,0.0,0.0,0.0,0.0
Racon,13.0,2.0,0.0,0.0
Rafitta,11.0,2.0,1.0,0.0
Ragnarr,0.0,0.0,0.0,0.0
Ragner,17.0,2.0,0.0,0.0
Rahel,11.0,1.0,0.0,0.0
Raijin,0.0,0.0,0.0,0.0
Raina,3.0,0.0,0.0,0.0
Raizy,3.0,0.0,0.0,0.0
Ralf,9.0,2.0,1.0,0.0
Ramune,10.0,1.0,0.0,0.0
Randal,1.0,0.0,0.0,0.0
Random,44.0,2.0,0.0,0.0
RandomBruce,0.0,0.0,0.0,0.0
Rang,3.0,0.0,0.0,0.0
Ranger,0.0,0.0,0.0,0.0
Ranorr,0.0,0.0,0.0,0.0
RapMonsters,14.0,0.0,0.0,0.0
Raptor,20.0,2.0,0.0,0.0
Rashiro,2.0,0.0,0.0,0.0
Rassiel,0.0,0.0,0.0,0.0
Raxxo,1.0,0.0,0.0,0.0
RayFarky,7.0,2.0,0.0,0.0
Raydell,6.0,3.0,0.0,0.0
Rayito,32.0,6.0,0.0,0.0
Rayming,9.0,2.0,1.0,0.0
Razer,1.0,0.0,0.0,0.0
Razork,13.0,2.0,0.0,0.0
RealR,5.0,1.0,0.0,0.0
Reaper,6.0,0.0,0.0,0.0
Reaver,1.0,0.0,0.0,0.0
Recap,32.0,7.0,1.0,0.0
RedBert,0.0,0.0,0.0,0.0
Redfernal,0.0,0.0,0.0,0.0
Reedfoo,2.0,0.0,0.0,0.0
Regi,3.0,1.0,0.0,0.0
Rekkles,5.0,1.0,0.0,0.0
Relative,41.0,5.0,1.0,1.0
Relax,0.0,0.0,0.0,0.0
Relaxing,10.0,2.0,0.0,0.0
RenHao,1.0,0.0,0.0,0.0
RenYe,32.0,4.0,0.0,0.0
Rend,0.0,0.0,0.0,0.0
Renewal,0.0,0.0,0.0,0.0
Reptile,43.0,7.0,1.0,0.0
Reshiram1,0.0,0.0,0.0,0.0
Respeta,0.0,0.0,0.0,0.0
Rest,13.0,2.0,0.0,0.0
Revolta,1.0,0.0,0.0,0.0
Rewound,6.0,0.0,0.0,0.0
Rexat,1.0,0.0,0.0,0.0
Rhilech,14.0,1.0,1.0,0.0
Rhino,2.0,0.0,0.0,0.0
Rhuckz,0.0,0.0,0.0,0.0
Rhythm,1.0,0.0,0.0,0.0
Rias1,5.0,2.0,1.0,0.0
Rich,18.0,3.0,0.0,0.0
Richu,1.0,0.0,0.0,0.0
Rigel,12.0,2.0,0.0,0.0
Rilski,0.0,0.0,0.0,0.0
Rin,64.0,8.0,3.0,2.0
Ripper,3.0,1.0,0.0,0.0
Ripple,49.0,8.0,1.0,0.0
Rising,18.0,0.0,0.0,0.0
Rito,0.0,0.0,0.0,0.0
River,16.0,0.0,0.0,0.0
Roamer,8.0,0.0,0.0,0.0
Robenong,3.0,2.0,0.0,0.0
Robertoos,0.0,0.0,0.0,0.0
Robko,0.0,0.0,0.0,0.0
Robo,20.0,0.0,0.0,0.0
Robocop,22.0,4.0,0.0,0.0
Rocklho,11.0,1.0,0.0,0.0
Roi DEMON,4.0,0.0,0.0,0.0
Roison,38.0,11.0,1.0,1.0
Ronaldo,14.0,4.0,0.0,0.0
Roo,0.0,0.0,0.0,0.0
Roobin,2.0,0.0,0.0,0.0
Rookie,0.0,0.0,0.0,0.0
Rooster,32.0,5.0,0.0,0.0
Rosa,6.0,0.0,0.0,0.0
