playername,cs_total,cspm,minionkills,monsterkills,games_played
Hyper720,1262.0,0.11501874004757784,1258.0,4,6
ICON Ace2,556.0,0.11592324929780184,552.0,4,3
ICON Alitan,455.0,0.09498327362968685,60.0,395,3
ICON BetoEZ,84.0,0.017605114823402098,84.0,0,3
ICON Zeckro,465.0,0.09753116364827696,465.0,0,3
IDA,2250.0,0.126980696208847,2103.0,147,9
IHEBIC,434.0,0.01809296840496484,432.0,2,12
IN5 Troublemak,663.0,0.12421821232954938,657.0,6,3
INF Stepz,406.0,0.11835451467361605,55.0,351,2
ISMA,11092.0,0.10410676595101838,1198.0,9894,55
IanaTheAlpha,209.0,0.016333099924457386,205.0,4,7
Ibai,9770.0,0.1461461004091485,9144.0,626,32
Ice,14984.0,0.16289075224294017,14343.0,641,44
IceBreaker,208.0,0.14227086183310533,202.0,6,1
Ichiwin,957.0,0.01645662775542071,955.0,2,32
Icytower,3178.0,0.15164576145938724,3093.0,85,11
Iheb,772.0,0.016769132444787498,764.0,8,24
Ihy0,3069.0,0.1163128438645805,3047.0,22,14
IlllIma,6239.0,0.12267442720118353,6136.0,103,27
Ilyxøu,8571.0,0.11434393171209216,8492.0,79,40
Impact,14060.0,0.11998289378302149,13939.0,121,60
Impp,222.0,0.017857658917499485,218.0,4,7
Improver,11034.0,0.1296707748997722,10892.0,142,44
Impulse,316.0,0.1224507876404767,316.0,0,2
Infinity,3184.0,0.10142171717637855,535.0,2649,18
Infoneral,1749.0,0.015297195005948602,1739.0,10,62
Innaxe,11648.0,0.14394138295458697,11070.0,578,39
Insanity,10686.0,0.13696460870771954,10475.0,211,40
Inspire,9888.0,0.12311633178803268,9748.0,140,41
Inspired,15199.0,0.11712503050129874,1540.0,13659,65
Instinct,5228.0,0.14793731378227723,5047.0,181,18
Intensitive,304.0,0.1089727020115765,304.0,0,2
Intio,7100.0,0.14127748536025797,6888.0,212,25
IntoxqZz,1817.0,0.13442559544601393,1776.0,41,7
Inzuh,7103.0,0.13425992568106773,7028.0,75,28
Ipecacuhana,491.0,0.01831792698736319,489.0,2,15
Irrelevant,9565.0,0.1180284112821825,9266.0,299,38
Isles,1370.0,0.01900174114521566,1358.0,12,35
Italin,231.0,0.08064378743615228,42.0,189,2
ItsCoto,671.0,0.12007636303215992,100.0,571,3
Ivama,6232.0,0.10490845979368246,467.0,5765,32
Ivok,4116.0,0.13251366887549987,4085.0,31,17
Ivory,12962.0,0.1438224238995517,12582.0,380,44
J0J0C,7543.0,0.13583250438461208,7291.0,252,30
J3rkie,1914.0,0.015676543776651005,1893.0,21,65
JACTROLL,1776.0,0.014617264876952555,1755.0,21,66
JForteX,147.0,0.014054168409314925,143.0,4,5
JNX,13203.0,0.13521393266006473,12772.0,431,48
JT,30.0,0.016146393972012917,30.0,0,1
JaVaaa,1413.0,0.1408259712896321,1387.0,26,6
Jabu,100.0,0.08703220191470844,100.0,0,1
Jackal,15409.0,0.11085138952349081,1443.0,13966,75
JackeyLove,38430.0,0.15423711796738973,37331.0,1099,128
Jackies,14138.0,0.14269141239710773,13801.0,337,49
Jaehyuk,19118.0,0.12525154337025746,18884.0,234,77
Jakobobbi,76.0,0.023345333270995996,76.0,0,2
Jakoo,494.0,0.15090408012368084,494.0,0,2
Jalleba,5187.0,0.14698850488951706,4869.0,318,18
Jamie,8160.0,0.14654841628550663,7977.0,183,29
Jandro,288.0,0.08902943010109969,50.0,238,2
Janis,4113.0,0.09742512936904468,476.0,3637,23
Jankos,9811.0,0.10314452006455122,1172.0,8639,50
Janus,15812.0,0.13135144820905095,15659.0,153,66
Jarvis,1934.0,0.11350143713932999,1920.0,14,10
Jauny,4374.0,0.1302316822342911,4252.0,122,18
JayJay,2919.0,0.11886881234908392,2852.0,67,13
Jcom,1449.0,0.10905149923431201,174.0,1275,7
Jellou,498.0,0.025859618020152613,292.0,206,12
Jelly,300.0,0.018678795099652073,284.0,16,8
Jenxas,3950.0,0.11828388530700884,610.0,3340,17
Jericho,4540.0,0.1294026657480176,4504.0,36,19
Jerry,291.0,0.023968475412622516,290.0,1,7
Jeskla,17344.0,0.14225485135139423,17080.0,264,65
Jeykup,9249.0,0.10634708496677364,1098.0,8151,47
Jeyrus,1452.0,0.1539734319493813,1428.0,24,5
Jezu,12021.0,0.15666013743897464,11552.0,469,40
JiT,668.0,0.10773925414762346,96.0,572,3
JiaHao,1193.0,0.1490657322313818,1174.0,19,5
JiaQi,16265.0,0.15678292155255344,15641.0,624,52
Jiejie,20531.0,0.11346444080359484,2506.0,18025,90
JimieN,10629.0,0.13817610955907986,10472.0,157,42
Jimsnop,2696.0,0.11461242207388415,2687.0,9,12
Jinbeom,17430.0,0.15394155469915036,16662.0,768,62
Jisoo,522.0,0.14377813030885978,518.0,4,2
Jiux,1498.0,0.12473888026680714,1487.0,11,7
Jiwoo,29293.0,0.1505650614101245,27917.0,1376,102
JoJo,2111.0,0.017825574291666427,2078.0,33,61
JoKozz,462.0,0.11490509517316075,461.0,1,2
Joao,4423.0,0.09255861792777999,4344.0,79,26
Joekie,5943.0,0.11137365952810757,871.0,5072,26
Joexy,795.0,0.016631533151098044,793.0,2,24
Johnarnau,472.0,0.11959153574358004,471.0,1,2
Joinze,9147.0,0.1017514550173054,949.0,8198,46
Jojopyun,23665.0,0.14967428234614724,22602.0,1063,79
JokerHan,1048.0,0.1280863243137106,1033.0,15,4
Joki37,3043.0,0.10332811779989895,355.0,2688,16
Jool,17248.0,0.13197339785955906,16874.0,374,68
Jopa,18191.0,0.15883920868608406,17324.0,867,55
Jordan,74.0,0.018269758523870742,74.0,0,2
Josedeodo,10173.0,0.11557794248681702,1169.0,9004,46
Josifek04,7588.0,0.10408184789345323,1091.0,6497,38
Jovian,54.0,0.014864177520783443,54.0,0,2
JuanDeDios,1339.0,0.13269826137501792,1307.0,32,5
Juhan,20171.0,0.11155028532007753,2062.0,18109,90
Juliera,2431.0,0.1486515414560533,2240.0,191,9
Julzh,177.0,0.10207612456747404,177.0,0,1
Jun,1625.0,0.01645845317361248,1610.0,15,49
JunJia,20298.0,0.11324728798544896,2143.0,18155,95
Jungoat,2003.0,0.10024403522025276,180.0,1823,11
Junhao,14060.0,0.11535316340313953,1504.0,12556,62
JustFocus,244.0,0.015163095210520035,244.0,0,8
Juzu,8374.0,0.12573734427294309,8224.0,150,35
Jwei,3681.0,0.01919530671531042,3640.0,41,99
Jwic,907.0,0.10410840591434882,60.0,847,5
K0G0LA,751.0,0.09091306194417474,93.0,658,5
K1ng,3012.0,0.15318416031105214,2897.0,115,11
KCH Jericho,549.0,0.1387574897508672,541.0,8,2
KCH jericho,2189.0,0.12979964915746472,2147.0,42,9
KDavid02,1161.0,0.1309336033557828,1151.0,10,5
KGA Darky,378.0,0.11540353117788085,374.0,4,2
KGA Senor,308.0,0.09418677600770764,57.0,251,2
KGA Slimsnoker,491.0,0.14996583092469362,491.0,0,2
KJ Yikesuo,800.0,0.12538650588844744,775.0,25,3
KKT,6407.0,0.09569295410638869,647.0,5760,35
KNEZA,8691.0,0.14449917390581415,8090.0,601,35
KOUBEE,13972.0,0.140475631005906,13727.0,245,50
KSAEZ,7145.0,0.1399035285512464,6840.0,305,24
KT A Cid,934.0,0.12121122366487844,922.0,12,4
KT A FenRir,1611.0,0.1383822894140196,1563.0,48,6
KT A Pleasure,114.0,0.014866276675912424,114.0,0,4
KT A Ripple,1012.0,0.1323515737180644,982.0,30,4
KT A Soft,898.0,0.09539768117270589,90.0,808,5
Ka1ser,11822.0,0.1347138232627444,11612.0,210,48
Kaba,2909.0,0.13695161636053077,2812.0,97,11
Kaboom,4846.0,0.10963696589573951,544.0,4302,23
Kackos,3418.0,0.1169294703150063,3385.0,33,15
Kael,5258.0,0.018858130258367283,5170.0,88,144
Kaido,3288.0,0.10476006645074702,335.0,2953,17
Kaii,4297.0,0.14364783446419072,4074.0,223,14
Kaiser,2581.0,0.01701841530605449,2569.0,12,80
Kaiwing,3283.0,0.018315795117929003,3252.0,31,95
Kakarot,826.0,0.13481959224789658,815.0,11,4
Kakkun,10001.0,0.1401302822811454,9759.0,242,37
KalenBoss,3551.0,0.09754360537557749,416.0,3135,19
Kamiloo,12192.0,0.1398315881186722,11960.0,232,44
Kamon,680.0,0.10541968104038572,648.0,32,3
Kamyta,34.0,0.01639344262295082,34.0,0,1
Kanavi,28688.0,0.11567308302581747,3078.0,25610,128
Kancolf,141.0,0.015530209735547465,141.0,0,5
Kandar,39.0,0.016709511568123392,39.0,0,1
Kangin,21902.0,0.13074549399629612,21503.0,399,85
Kania,7748.0,0.10322828561695123,952.0,6796,39
Kanra,69.0,0.018374413538775506,69.0,0,2
Kaori,4423.0,0.1559213455164751,4236.0,187,15
Kaplica,2363.0,0.12452822867916657,2312.0,51,10
Kappa1,4187.0,0.12019951265451057,4108.0,79,18
Karaage,6343.0,0.13884888198311038,6252.0,91,24
Karakal Jr,170.0,0.017690367329305075,170.0,0,5
Karis,30743.0,0.13811394292650672,30211.0,532,116
Kars,436.0,0.12227024053532674,436.0,0,2
Karsa,14551.0,0.1053350376998618,1619.0,12932,71
Kartso,154.0,0.01983849768996282,154.0,0,4
Kaseko,1215.0,0.017111986655712935,1205.0,10,38
Kasing,1625.0,0.01784696783174058,1599.0,26,46
KatEvolved,5906.0,0.14281818141669803,5785.0,121,21
Kati,17793.0,0.14517247357468258,17405.0,388,63
Katquese,327.0,0.10555859058330816,327.0,0,2
KatzGames,10088.0,0.11500426544484739,9817.0,271,41
Kaylem,8391.0,0.12635225481069812,8166.0,225,35
Kaymin,9566.0,0.13096358512693718,9343.0,223,36
Kaze,10553.0,0.1331649656177118,10303.0,250,42
Kazing,535.0,0.1387460710895191,501.0,34,2
Kazunn,6137.0,0.12166089736357366,6063.0,74,28
Keduii,10827.0,0.15626873165844346,10389.0,438,35
Keel,3714.0,0.09701383386854937,378.0,3336,21
Keii,8966.0,0.13378041308685698,8833.0,133,36
Keine,10667.0,0.14693680287147712,10473.0,194,35
Keishao,107.0,0.015591452795053909,107.0,0,3
Kellie,1233.0,0.014461286202078394,1216.0,17,41
Kellin,2182.0,0.015028150440503265,2166.0,16,78
Kelpo,353.0,0.01646232823761538,353.0,0,10
Kemish,24212.0,0.1335556851348916,23918.0,294,95
Kenal,15282.0,0.14176512402747563,14806.0,476,56
Kenma,5074.0,0.11263508654589001,4804.0,270,22
Kensei,929.0,0.08013883942532872,123.0,806,7
Kenvi,3309.0,0.10655253881723784,320.0,2989,16
Keptt,1006.0,0.13824010403482995,990.0,16,4
Keres,2232.0,0.031784126566297366,2195.0,37,41
Keria,3956.0,0.017778883020181595,3895.0,61,117
Kerraii,1119.0,0.12998085394150322,1115.0,4,5
Kerry,897.0,0.01505104551985437,889.0,8,34
Khaydarin,9538.0,0.13798293466094308,9185.0,353,37
Kheng,1795.0,0.10519010107187428,144.0,1651,10
Kiari,10040.0,0.128155288863096,9803.0,237,38
Kiaya,22515.0,0.13839663899902993,21808.0,707,83
Kice,2570.0,0.016345320317971083,2549.0,21,82
Kick,119.0,0.017499758260884294,119.0,0,4
Kiefer,7191.0,0.1422519875678386,7002.0,189,25
Kiin,30040.0,0.1326578084875628,29354.0,686,120
Kiki,1719.0,0.09881001674841601,206.0,1513,9
Kikis,9852.0,0.10969120575161401,1144.0,8708,47
Killer2,7412.0,0.10605287884308684,1072.0,6340,39
KinGi,6759.0,0.09912938408059921,699.0,6060,35
Kina,3473.0,0.13326328433653994,3411.0,62,14
Kinatu,13315.0,0.13714324534905895,12744.0,571,56
Kindless,1878.0,0.13364478204777547,1799.0,79,7
Kingen,23921.0,0.13243906629347738,23470.0,451,96
Kingsblade,4392.0,0.11586181935985146,4344.0,48,19
Kino,2277.0,0.01664613428092925,2218.0,59,75
Kio,21169.0,0.13282698704404106,20541.0,628,85
Kireas,11057.0,0.10406375690322506,1524.0,9533,54
Kirei,1255.0,0.09839234512156733,139.0,1116,7
Kirin,370.0,0.10581039835806744,370.0,0,2
Kisee,11978.0,0.14472975685337286,11596.0,382,42
Kisno,9776.0,0.10634671139517975,1087.0,8689,46
Kita,269.0,0.015900263906195006,268.0,1,9
Kitin,418.0,0.14503713315856231,407.0,11,2
Kituruken,5572.0,0.10628830095900825,546.0,5026,28
Kiwi,515.0,0.09688077396310424,49.0,466,3
Klownz,1278.0,0.017254501189970697,1248.0,30,37
Knight,38752.0,0.142067456733815,37506.0,1246,141
Knighter,3480.0,0.14252920635655372,3325.0,155,13
Knika,600.0,0.10854738540297638,596.0,4,3
Koala,3876.0,0.027695195234152477,3830.0,46,75
Kobbe,3616.0,0.1478061269629528,3549.0,67,13
Kobs,2913.0,0.10022918998127739,336.0,2577,16
Kocourek,2450.0,0.06737701122084513,476.0,1974,20
Koczis,727.0,0.09885153225798898,108.0,619,5
Kodie,116.0,0.02404300675689175,112.0,4,3
Kodo,3996.0,0.1448454129180257,3913.0,83,14
Kofte,13008.0,0.14101531470512077,12762.0,246,46
Kojima,8193.0,0.15355299366805036,7822.0,371,27
Kokos,5116.0,0.1087935933084561,591.0,4525,24
Koldo,5686.0,0.09910830363028052,628.0,5058,29
Kolios,309.0,0.013248841530162906,309.0,0,12
Konan,1143.0,0.1195774389629604,1131.0,12,5
Kongyue,1189.0,0.09156446358202144,154.0,1035,8
Kotva,252.0,0.014934853751968619,246.0,6,10
Kotvyc 74,1999.0,0.12214103150496833,1937.0,62,8
Koussay,19261.0,0.13994957548401937,18870.0,391,73
KoxTroll,2238.0,0.10245374269603182,296.0,1942,11
Kozak,5796.0,0.17157952911815483,5251.0,545,16
Kozi,18007.0,0.12303985898293049,17724.0,283,79
Krastyel,3428.0,0.04483578297115115,3379.0,49,39
Kratos,20171.0,0.13223528500265389,19768.0,403,79
Kreative,9753.0,0.12359792740331553,9304.0,449,44
Krest,10503.0,0.1300129946086805,10107.0,396,39
Krimson,8340.0,0.10667431541892781,1011.0,7329,41
Krosak,4323.0,0.11151601474497116,4311.0,12,21
Kruimel,4966.0,0.14503502303561236,4835.0,131,17
KryRa,4192.0,0.10247564029799572,437.0,3755,20
Krysia,186.0,0.09567901234567901,23.0,163,1
Kryze,14623.0,0.1302212963925225,14304.0,319,53
Kubus,3297.0,0.12699573489493846,3289.0,8,13
Kulvas,10917.0,0.1317623323409698,10758.0,159,45
Kumew,5197.0,0.15220317155311755,5015.0,182,18
Kurahuto,1248.0,0.01656793146692408,1238.0,10,44
Kurama,555.0,0.0899671684513988,43.0,512,4
Kuri,1933.0,0.019673919518901458,1895.0,38,48
Kuroko1,338.0,0.10126444658933115,39.0,299,2
Kuroneel,16432.0,0.1397046032711381,15831.0,601,59
Kutarra,337.0,0.11675844902258362,329.0,8,2
Kutcher,94.0,0.016669377457690336,94.0,0,3
Kwebz,504.0,0.01668283973218969,500.0,4,16
Kyanna,42.0,0.013848005345197239,42.0,0,2
L1,445.0,0.01641898376087532,443.0,2,14
L1f,3123.0,0.1561742392445131,3049.0,74,11
L1mit,13770.0,0.14679785452340832,13159.0,611,53
LADYBUG,11288.0,0.1437465234257809,11024.0,264,39
LANDY,2225.0,0.14091886612062765,2198.0,27,8
LDK,508.0,0.01774345750827304,504.0,4,16
LGE martote,352.0,0.11022449336128581,52.0,300,2
LGR Porttinari,1046.0,0.12669955630192828,1037.0,9,5
LGR V4MPYRE,1012.0,0.12174178547371892,968.0,44,5
LIDER,3381.0,0.14199814710640365,3302.0,79,13
LIMIT,2301.0,0.01491131557254032,2284.0,17,85
LL,1628.0,0.13773804407666543,1553.0,75,6
LLH Doma1,520.0,0.09301509444397228,508.0,12,3
LOS  M G,479.0,0.1275072336456982,456.0,23,2
LOS Aegis,210.0,0.10960334029227557,30.0,180,1
LP,5484.0,0.15391224441761672,5350.0,134,18
LS,65.0,0.016864172416966184,65.0,0,2
LUP Aspect2,584.0,0.113070127836007,59.0,525,3
LUP Jayquan,737.0,0.08785258789157546,58.0,679,5
LUP KDavid02,1206.0,0.14374441156750545,1155.0,51,5
LVS,3769.0,0.12069734174199491,3727.0,42,16
Labrov,2610.0,0.015515932398704049,2596.0,14,86
Lac,10408.0,0.14961467139750456,10068.0,340,36
Lagolinas,2436.0,0.089565797976992,2383.0,53,14
Lancer,22960.0,0.13427177610916352,22296.0,664,89
Larssen,9055.0,0.1414807388812738,8816.0,239,31
Later,1929.0,0.1435820727625093,1846.0,83,8
Lauxio,820.0,0.016069637109092972,816.0,4,30
Lazarus,2716.0,0.1384661083343082,2618.0,98,10
LazyFeel,24526.0,0.1515906862517077,23854.0,672,81
Leaky,773.0,0.11221270532259345,757.0,16,4
Leandrinn,3780.0,0.14476483762048437,3699.0,81,14
Leave,30224.0,0.15892252089036576,28472.0,1752,96
Leazor,271.0,0.15628604382929642,264.0,7,1
Leb,17815.0,0.11627136012409357,2303.0,15512,85
Leemas,3943.0,0.14245223508480181,3875.0,68,15
Legolas,29701.0,0.15362008780441092,28043.0,1658,100
Lehends,3246.0,0.017446873301453978,3226.0,20,99
Lekcyc,1607.0,0.018161645420011453,1588.0,19,46
Leks,11659.0,0.1285125423083144,11533.0,126,48
Lele,272.0,0.016222646901686802,270.0,2,8
Leleko,7224.0,0.1438366793128614,7102.0,122,24
Lelouch,3289.0,0.14796613170747477,3194.0,95,12
Lens,9107.0,0.14684644046792045,8891.0,216,32
Leny,10545.0,0.12159036895460094,10312.0,233,43
Leo,4668.0,0.1339394111958528,4491.0,177,18
Leo D Aras,781.0,0.018511824605262354,781.0,0,23
Leo s Man,1158.0,0.017309418382500108,1150.0,8,35
LeoLeCargo,322.0,0.014551730032712068,322.0,0,12
Leon,1667.0,0.016290177473089255,1663.0,4,53
Levi,17683.0,0.10859447867963594,2009.0,15674,83
Levitate,6863.0,0.15200368704530498,6609.0,254,22
Levizin,2523.0,0.09701909582214388,232.0,2291,14
Levy,8948.0,0.14162665889555845,8766.0,182,33
Leza,9669.0,0.1591253703285773,9277.0,392,33
Liangchen,818.0,0.1354808727332228,802.0,16,3
Liar,8929.0,0.14553712184482662,8543.0,386,35
Libra,9979.0,0.12401639734116568,9753.0,226,43
Licorice,5744.0,0.12857330698194552,5545.0,199,22
Life,2323.0,0.01687955464399229,2307.0,16,71
Ligen,2768.0,0.12432342455674411,2712.0,56,12
Light,32309.0,0.15245088755909847,31237.0,1072,107
LightFall,3269.0,0.12569181215439176,3169.0,100,13
Liivek,6192.0,0.12258426381589306,6141.0,51,26
Likai,10971.0,0.12640876924143246,10736.0,235,50
Likeamaws,1016.0,0.12994250996848583,1006.0,10,4
Lil,1242.0,0.11213257819656829,140.0,1102,6
Lilipp,1712.0,0.019213541025236626,1684.0,28,44
Lilv,3585.0,0.13841836744639543,3436.0,149,15
Lime,2576.0,0.13654923813876815,2529.0,47,11
Lind,622.0,0.13083636146305,618.0,4,3
Lindgarde,6459.0,0.15313448560882484,6177.0,282,22
Linfeng,6059.0,0.13899067734239884,5997.0,62,22
Lio,1097.0,0.10426237189600408,152.0,945,6
Lira,357.0,0.09808774770606832,55.0,302,2
Lirua,1300.0,0.017255284496835797,1294.0,6,45
Listo,6075.0,0.10725753692971815,680.0,5395,31
Liweier,6951.0,0.10653540180930805,853.0,6098,36
Lixo,1254.0,0.15593519315337412,1231.0,23,5
Lizia,364.0,0.12109608743368816,360.0,4,2
Loading,9250.0,0.11800688654395686,9122.0,128,42
Loers,4026.0,0.13474763909137125,3961.0,65,15
Lofti,2198.0,0.12462343392058199,2188.0,10,9
Lojaz,5599.0,0.09408581510133086,732.0,4867,30
Loki,14728.0,0.14677361390059543,14260.0,468,51
Lonely,5796.0,0.1266337614100089,5720.0,76,25
Loopy,1024.0,0.01703818687676413,1023.0,1,32
Lorenz,280.0,0.015527489371093847,280.0,0,9
Lospa,1983.0,0.016053421363033577,1973.0,10,64
Lost,3439.0,0.13536062504757976,3320.0,119,14
Lostboy,24.0,0.013977868375072802,24.0,0,1
Lot,12894.0,0.1306547148050849,12556.0,338,49
Lothen,17170.0,0.14735659722168934,16603.0,567,59
Lozer,2178.0,0.12636404536052465,2150.0,28,10
Ls,40.0,0.01670843776106934,40.0,0,1
Luca Brassi,2275.0,0.1328844037155844,2213.0,62,10
Lucid,19413.0,0.10557402918881026,2005.0,17408,94
Lucker,5037.0,0.06451060377923382,4903.0,134,39
Lucky,2029.0,0.01821438074382482,1978.0,51,59
Lucy,3481.0,0.1415626879055528,3381.0,100,13
Ludas Matyi,559.0,0.014428660260686964,557.0,2,20
Luis,123.0,0.015353306243716386,123.0,0,5
Luke,668.0,0.117608624587283,666.0,2,3
Luknom,185.0,0.021080380386521495,183.0,2,6
Lukyss,8994.0,0.13774993503135782,8662.0,332,35
Lulas,9022.0,0.09135366993650129,967.0,8055,51
Lumi,69.0,0.02106525798293507,69.0,0,2
Lunatic,529.0,0.1378733792486106,501.0,28,2
Luon,1384.0,0.017986988899889405,1374.0,10,42
Lurox,11680.0,0.10265399111917949,1026.0,10654,55
Lvsyan,1936.0,0.14306024489013114,1775.0,161,6
Lyg,3034.0,0.13840751138824395,2753.0,281,12
Lyncas,7271.0,0.09713884616204994,783.0,6488,37
Lyng,147.0,0.016470210097242206,147.0,0,5
Lynkez,10830.0,0.1442134675732727,10346.0,484,36
Lyonz,1023.0,0.017784807774871986,1013.0,10,29
M G,10381.0,0.144894228578643,10114.0,267,35
MAT,2706.0,0.10956540073073505,2702.0,4,14
MAXI,3240.0,0.10248198193174081,537.0,2703,16
MDB,3368.0,0.12180624377513616,3326.0,42,14
ME Souma Ria,273.0,0.09993858332195987,273.0,0,2
ME Sprinta,289.0,0.1073687015409412,285.0,4,2
ME Zyon,345.0,0.1265012965743142,343.0,2,2
MG QTC9,2109.0,0.14701626246500737,1990.0,119,8
MG Selxiss,1310.0,0.09157192314953162,141.0,1169,8
MGZ Draxo5,452.0,0.11769937996582383,440.0,12,2
MGZ Lelouch2,794.0,0.12831113781880082,774.0,20,3
MISSING,2923.0,0.018003523578741496,2906.0,17,83
MKR,5523.0,0.13897376193357525,5281.0,242,20
MOT Benny1,598.0,0.09695116249943687,63.0,535,3
MT2 Casey,396.0,0.1307353342914494,396.0,0,2
MT2 Epic,354.0,0.11563737059918452,354.0,0,2
MT2 Jetski,43.0,0.013730357630681886,43.0,0,2
MT2 Trollnekton,277.0,0.09051885039645305,35.0,242,2
MT2 lStephanl,351.0,0.11315455475599431,351.0,0,2
MUDAI,17339.0,0.1503908012021648,16869.0,470,65
MVG Doni1,582.0,0.12036291959173959,582.0,0,2
MVG Piscis,106.0,0.0933920704845815,106.0,0,1
MYTH Uncle Iroh,435.0,0.13456393362363114,431.0,4,2
Mac Abert,749.0,0.10788397128487115,110.0,639,4
Macaquino,6415.0,0.13244790898980494,6348.0,67,27
MadDogg9,2468.0,0.1309227594407069,2389.0,79,10
Mafro,5109.0,0.09978019188621819,459.0,4650,27
Maged,21696.0,0.134537163146572,21088.0,608,85
Magic,6446.0,0.11975323287346547,6342.0,104,29
Magico,895.0,0.15339671331569724,882.0,13,3
Mago,5563.0,0.1403280520704057,5454.0,109,20
Mahonix,1611.0,0.01652979285895782,1597.0,14,53
MaiYuk,11529.0,0.12823597727016892,11327.0,202,47
Makes,8363.0,0.12627845983287192,8200.0,163,32
Makitah,3485.0,0.1413364964924135,3412.0,73,12
Makk,4960.0,0.12306041268513346,4877.0,83,21
Mako,5485.0,0.15380327418596207,5400.0,85,19
Malala,352.0,0.01825436691962137,352.0,0,10
Malice,694.0,0.09843102668878995,42.0,652,4
Malrang,5025.0,0.07767891946282295,613.0,4412,31
Manaty,17502.0,0.11316956477302799,2067.0,15435,81
Manel,811.0,0.014484557292783598,803.0,8,28
Manolito,1021.0,0.10834725456535037,1003.0,18,5
ManoloGap,8746.0,0.1247875117037738,8612.0,134,36
Maple,2266.0,0.13972436521770024,2214.0,52,8
Marbirius,15482.0,0.13354113789230265,14951.0,531,61
Marble,13247.0,0.15234109146112013,12969.0,278,46
Marco,1922.0,0.014707779918806289,1905.0,17,68
Marcv1,8622.0,0.14162754533810903,8299.0,323,32
Mario,2813.0,0.09827707846784788,254.0,2559,15
Markoon,11860.0,0.10511350859146991,1239.0,10621,53
Markus,260.0,0.1253616200578592,22.0,238,1
Marky,11220.0,0.1311732559351042,10845.0,375,44
Marlley,1107.0,0.015113464848961583,1100.0,7,39
Marrow Ooze,3097.0,0.13234081135677156,3030.0,67,13
Marth,11146.0,0.14858357841174766,10772.0,374,40
Marty,18127.0,0.1395709097416379,17833.0,294,68
Maru,4561.0,0.10066548490197218,438.0,4123,23
Marvin,7843.0,0.14917681320033283,7697.0,146,27
Marzaya,2147.0,0.12403757780826259,2127.0,20,10
Marzo,2033.0,0.15036404831781688,1933.0,100,6
Mask,7963.0,0.14737790019565908,7767.0,196,27
Massu,19390.0,0.14966862561171423,18751.0,639,65
Master Jos,2617.0,0.12602510363043823,2577.0,40,10
MasuHana,2272.0,0.12185208984151549,2217.0,55,10
Masuyo,210.0,0.09218612818261633,210.0,0,1
Mataz,3458.0,0.10349769779056023,338.0,3120,18
MathisV,9480.0,0.1351087605089476,9330.0,150,36
Matias,11833.0,0.15251869072641913,11523.0,310,39
Matislaw,11416.0,0.13627339681659284,11312.0,104,40
Matixx,2220.0,0.13351326355596388,2175.0,45,9
Matsukaze,2415.0,0.13880825973140112,2383.0,32,9
Matty,667.0,0.08474791651771378,96.0,571,4
Maty,337.0,0.018540681074807424,337.0,0,10
Mauki,4994.0,0.14404398462054738,4795.0,199,18
MaxSchallah,94.0,0.016496490366250227,94.0,0,3
MaxouTigrou,1319.0,0.09945613474902824,148.0,1171,7
Maxterium,431.0,0.01775902160867723,431.0,0,13
Maynter,21915.0,0.13066926822810918,21281.0,634,86
Mazi,494.0,0.09826241868110135,43.0,451,3
Mega,876.0,0.017071968457619453,872.0,4,27
MegaJ,3734.0,0.1158045531511497,3714.0,20,17
Meiko,3727.0,0.01737512229900838,3698.0,29,107
Melonik,15880.0,0.13364690792764142,15345.0,535,60
Mentos,6934.0,0.13496386696630575,6645.0,289,27
Meoow,1284.0,0.12781614996169907,1272.0,12,6
Mercury,403.0,0.08379651789325054,56.0,347,3
Mercy9,12291.0,0.14701478799723353,11902.0,389,43
Mersa,1567.0,0.014045068421224674,1560.0,7,53
MetroArcher,8883.0,0.13163499622317737,8720.0,163,34
Metroflox,6539.0,0.10674586490189154,885.0,5654,32
Mettalica,1227.0,0.1357210861444051,1191.0,36,4
Mewkyo,9949.0,0.11156874509029117,1073.0,8876,46
Mezze,397.0,0.10366553655490915,397.0,0,2
Miata,4595.0,0.09891427788941182,434.0,4161,24
Midir,14599.0,0.12212954971856271,14434.0,165,64
Midnight,10533.0,0.13308052083450064,10360.0,173,41
Miella,402.0,0.13392867524796223,402.0,0,2
Mietek,11537.0,0.13459667281329912,11078.0,459,44
Mihai,14013.0,0.1528215889962946,13334.0,679,48
MihawK,11723.0,0.11499817492342267,1186.0,10537,56
Mihile,17797.0,0.1385489093123057,17235.0,562,68
Mikano,2764.0,0.14612957489819722,2681.0,83,10
Mikkel,3099.0,0.14719256995379879,2979.0,120,11
Mikusik,2339.0,0.11121144946685435,235.0,2104,11
Mikyx,2147.0,0.017122784186235456,2123.0,24,64
Milan,808.0,0.14011396308535015,772.0,36,3
Mildorff,1988.0,0.11768049371352415,1959.0,29,10
Milkshake,203.0,0.11707035755478662,27.0,176,1
Mimic,3991.0,0.13994985672038626,3877.0,114,14
Mimosa,1415.0,0.15180891594162954,1411.0,4,5
Miniduke,9250.0,0.14120165748835448,8937.0,313,35
Minji,12957.0,0.13081137565416948,12799.0,158,55
Minous,513.0,0.016101718617228204,510.0,3,17
Minu,5743.0,0.09445757673190536,877.0,4866,35
Minui,1221.0,0.017322500503018933,1216.0,5,35
Mio7,2167.0,0.12812262835444502,2127.0,40,9
