playername,cs_total,cspm,minionkills,monsterkills,games_played
Wunder,429.0,0.13349968808484092,415.0,14,2
Xagog,15836.0,0.10548102926187104,2156.0,13680,77
Xavi,446.0,0.016148034492001178,442.0,4,15
Xavian,504.0,0.14699408002177464,500.0,4,2
Xay,2384.0,0.14444959520758024,2270.0,114,8
Xayoo,2888.0,0.12328653069889388,2871.0,17,13
XeRone,10794.0,0.13985123496657043,10637.0,157,45
Xeanny,339.0,0.10855423586486596,339.0,0,2
Xelar,477.0,0.13178297535113875,445.0,32,2
Xen0gan,2840.0,0.1337989942300437,2830.0,10,12
Xeonerr,11934.0,0.10555958840624963,1328.0,10606,60
XerRay,527.0,0.014411560129376852,523.0,4,20
Xerxe,11813.0,0.11040565017459393,1127.0,10686,54
Xiang,792.0,0.14118200709487705,762.0,30,3
Xiao,1235.0,0.13448489934151234,1161.0,74,5
XiaoXiang,3108.0,0.13361901654363836,3075.0,33,14
XiaoYang,511.0,0.1539970251930325,494.0,17,2
Xiaohao,11537.0,0.11462174031620047,1249.0,10288,50
Xiaohu,28693.0,0.1357834530682984,28104.0,589,107
Xiaomi,2131.0,0.1044055345473779,189.0,1942,11
Xiaorui,885.0,0.14621794516652498,877.0,8,3
Xiaoxia,1534.0,0.015804939953881575,1514.0,20,50
Xiaoxu,14374.0,0.13380142716471824,13879.0,495,55
Xico,8219.0,0.14157422133096026,8003.0,216,31
Xicor,9989.0,0.1517653490055284,9484.0,505,36
Xin,10632.0,0.11077824713572158,1014.0,9618,52
Xinshou1,2208.0,0.09635255169825026,292.0,1916,14
XnS,14912.0,0.11343283303710958,1664.0,13248,66
Xun,23381.0,0.11218388706852579,2147.0,21234,107
YSKM,20658.0,0.13715440401377996,20137.0,521,83
YYG MAO,7137.0,0.11930610664549263,7088.0,49,33
YYG Magus,612.0,0.016558788236526033,612.0,0,21
YYG Tory,1164.0,0.11673575250505804,1140.0,24,6
YYG hourosummer,3152.0,0.13941734609536335,3072.0,80,12
Yaavi,4009.0,0.1368396771209829,3965.0,44,14
Yakkey,12259.0,0.15856594447896954,11855.0,404,42
YamatoCannon,178.0,0.10665068903535051,174.0,4,1
Yampi,7459.0,0.10097137708128318,848.0,6611,37
Yanxiang,1658.0,0.11114123159726762,200.0,1458,7
Yasikof,2270.0,0.11074552189368551,244.0,2026,10
Ycx,1964.0,0.019462703157792048,1961.0,3,52
YellowMoonkey,686.0,0.1451209269154841,684.0,2,3
Yen,7005.0,0.14761249067323978,6812.0,193,26
Yeon,17959.0,0.1524812134872153,17252.0,707,60
Yerikan,487.0,0.017169806316152888,482.0,5,14
Yike,18104.0,0.0993411127047406,1839.0,16265,93
Yoangi,3525.0,0.13659880683450634,3360.0,165,13
Yohan,1959.0,0.10731740368235206,218.0,1741,10
Yoshida,1580.0,0.12712291776575113,1539.0,41,7
Young,2444.0,0.1375043225585233,2397.0,47,9
YoungJae,20995.0,0.11594115507337344,2439.0,18556,96
Yuanyue,2416.0,0.12822744729750807,2380.0,36,11
Yuhi,13780.0,0.15097700927612123,13431.0,349,53
Yukin0,991.0,0.1382323740923384,962.0,29,4
Yukina,126.0,0.019595719357604555,124.0,2,4
Yukino,11021.0,0.10551899828721982,1236.0,9785,55
Yume,565.0,0.015867914334120208,563.0,2,20
Yupps,10358.0,0.13003985567953802,10167.0,191,39
Yur4ik,622.0,0.016864430456052334,620.0,2,18
Yuri,2545.0,0.1340127305827547,2483.0,62,10
Yuros,209.0,0.11093418259023355,209.0,0,1
Yusah,4889.0,0.10204104067328834,488.0,4401,24
Yuta,2759.0,0.09313121885814546,284.0,2475,15
Yuu,9978.0,0.11990773297629308,9854.0,124,43
Yuuji,6520.0,0.11458732567744966,603.0,5917,29
ZOEN,8213.0,0.11710168535760694,8140.0,73,37
ZUIAN,1834.0,0.13782426836979808,1777.0,57,8
ZZG Rubyy,244.0,0.13362541073384446,244.0,0,1
ZZG sall,176.0,0.09994321408290743,21.0,155,1
ZaFiR,1231.0,0.017715120835749908,1231.0,0,38
ZaZee,15037.0,0.14005537269306315,14761.0,276,53
Zaiiche,1715.0,0.11371469805184599,1703.0,12,8
Zamudo,7352.0,0.1434750587241546,7201.0,151,26
Zankiller,2769.0,0.10071031469180938,297.0,2472,14
Zanzarah,14988.0,0.10123791453107896,1305.0,13683,77
Zdz,13608.0,0.13592426120604084,13174.0,434,50
Ze Luis,1138.0,0.026364733972862098,1125.0,13,24
Zeka,33366.0,0.14519283620322843,32373.0,993,119
ZekaS,11661.0,0.13078073958756506,11440.0,221,46
Zekakos,97.0,0.019803299395513632,97.0,0,3
Zelt,12459.0,0.14784765424765797,11960.0,499,40
Zeniv,7497.0,0.11917299268164812,7287.0,210,31
Zenoken,2280.0,0.08416788262157915,249.0,2031,14
Zephyr,12741.0,0.11147034221199673,1352.0,11389,65
Zerberus,1009.0,0.10860326379731611,149.0,860,5
Zerito,1257.0,0.13848339423501357,1230.0,27,5
Zero,1614.0,0.13222548537011888,1570.0,44,7
Zeron,8550.0,0.13713673328054019,8486.0,64,29
Zest,8434.0,0.1386610943203305,8133.0,301,30
ZeuSs,1445.0,0.13235413121485837,1425.0,20,6
Zeus,30619.0,0.1334681824987735,29437.0,1182,119
Zev,5430.0,0.1414265948729349,5237.0,193,20
Zewih,11374.0,0.1432352330377862,10976.0,398,42
Zeycce,438.0,0.12411750240109057,438.0,0,2
Zeypher,1570.0,0.14156357630199787,1481.0,89,6
Zeyzal,1626.0,0.017047947572336627,1602.0,24,49
Zezin,1206.0,0.12099948803540066,1198.0,8,5
Zhayend,3114.0,0.10970833761860117,3082.0,32,15
Zhuo,1755.0,0.019332216746046706,1745.0,10,47
ZiYe,418.0,0.020995134559229127,418.0,0,11
Zicssi,14899.0,0.10424235171433507,1598.0,13301,68
Zika,11745.0,0.13580238468620312,11461.0,284,44
Zinie,25350.0,0.13954929169497024,24762.0,588,96
Zkai,13636.0,0.14250419671237735,13134.0,502,52
Zoelys,1742.0,0.016314513792299066,1729.0,13,54
Zoiren,1502.0,0.13307498083671276,1498.0,4,7
Zothve,7973.0,0.13119124431968324,7825.0,148,31
Zubac,14022.0,0.09561634557196463,1607.0,12415,79
Zuhy,3194.0,0.14063441538660254,3141.0,53,12
Zven,15647.0,0.15488213509468704,15229.0,418,51
Zwyroo,7269.0,0.13562538043171668,7051.0,218,28
Zyko,1302.0,0.0179540952574594,1298.0,4,37
aadurrr,7529.0,0.13765009676254522,7406.0,123,30
adi1,13566.0,0.1096185983790517,1689.0,11877,66
akostas47,514.0,0.10002438095117054,78.0,436,3
alishor,2047.0,0.11719114265634456,2026.0,21,10
alix,14140.0,0.1404035111832084,13708.0,432,54
amatsusune,1374.0,0.1390559079565107,1325.0,49,5
april,287.0,0.013678671351714496,287.0,0,11
ardaffler,6515.0,0.1462952220880154,6257.0,258,23
bakisa,3596.0,0.1389335258509932,3418.0,178,14
bans,462.0,0.19444444444444445,417.0,45,1
bat,2814.0,0.14488880427416503,2694.0,120,10
behave,5568.0,0.09901996881026252,642.0,4926,32
beishang,1348.0,0.11981080565993597,153.0,1195,6
belit,8845.0,0.09541172445906834,867.0,7978,47
besu,135.0,0.015423571411047225,135.0,0,5
bicas,1509.0,0.10677405158077212,190.0,1319,7
bluerzor,6002.0,0.10536492368000396,649.0,5353,30
bobista,16906.0,0.13606569417043163,16252.0,654,66
buffi,12841.0,0.138691369876715,12658.0,183,47
burningstar,538.0,0.10909682578023383,85.0,453,2
c0st0m,4835.0,0.13579130967836678,4793.0,42,19
cc,1861.0,0.11009766144245653,191.0,1670,9
ceo,9528.0,0.15594315872892742,9282.0,246,31
charlotte,4419.0,0.1471105881040801,4353.0,66,17
chico,9585.0,0.13330982561024238,9398.0,187,39
child,441.0,0.017710073644626012,437.0,4,14
chilioil,2441.0,0.1403947586386768,2335.0,106,9
chips,2742.0,0.1614291331866448,2589.0,153,9
choego,16309.0,0.14765371357742046,15564.0,745,58
cicil,212.0,0.01963246221840337,208.0,4,6
cody,8884.0,0.14506682833332715,8787.0,97,32
curty,1574.0,0.12310854208146894,1564.0,10,7
denizzz,4575.0,0.10241806709995796,409.0,4166,23
denyk,2209.0,0.017533727876170933,2187.0,22,67
deokdam,25283.0,0.14623527062176267,24650.0,633,90
dyNquedo,3581.0,0.13560004226728997,3468.0,113,12
eXyu,5331.0,0.0964730286894058,533.0,4798,28
eaRyz,9185.0,0.0987130747550255,922.0,8263,49
escoX,824.0,0.0177266920555878,814.0,10,27
eskimas,495.0,0.13127894146588526,491.0,4,2
ezman,6809.0,0.14506334298386314,6595.0,214,26
fNb,10030.0,0.13848244574622998,9716.0,314,36
fantomisto,9544.0,0.13250546354929993,9429.0,115,39
fengyue,119.0,0.0178490330218175,117.0,2,4
ffernandes,821.0,0.12618542900985139,793.0,28,3
fishone,5296.0,0.14215983713037633,5130.0,166,20
frajgo,19644.0,0.13720762700840966,18816.0,828,74
freaky dao,2352.0,0.09175958816434725,369.0,1983,13
frosty,1417.0,0.019608290609129296,1401.0,16,36
froy,1405.0,0.10509265817177414,186.0,1219,7
godfan,454.0,0.13679815187760214,454.0,0,2
goose,570.0,0.08481762230929919,68.0,502,4
gtrik,2406.0,0.13327942057912792,2382.0,24,10
haichao,12447.0,0.14394257945183422,12251.0,196,44
hammerul,1151.0,0.10449360757719614,85.0,1066,7
handm,17683.0,0.11811772798214855,17448.0,235,77
helforca,3109.0,0.13564901118587327,3051.0,58,13
hidududu,112.0,0.018377524450766805,112.0,0,4
huhi,1090.0,0.01990733941123009,1080.0,10,28
hybradge,4092.0,0.10219739284879463,485.0,3607,21
iBo,10753.0,0.12752353463747015,10528.0,225,43
iLEVI,1560.0,0.018333815030590294,1560.0,0,44
ianshaka,12902.0,0.15510264966493578,12529.0,373,42
ilyy,286.0,0.13789778206364514,266.0,20,1
isaN,2091.0,0.11207066499189924,235.0,1856,10
iwanan,12706.0,0.14626423876614375,12434.0,272,46
iyy,2322.0,0.0975834420372308,248.0,2074,12
jjs156,9239.0,0.12589550003501715,9160.0,79,38
jmz,3682.0,0.14207836119890901,3635.0,47,14
jokaa,5096.0,0.09706595887898073,580.0,4516,27
juny,1606.0,0.09118753803997111,136.0,1470,9
justcan,1180.0,0.016836583476495325,1180.0,0,37
kPr,4474.0,0.1268286396385134,4249.0,225,18
kahura,303.0,0.09520267392863546,301.0,2,2
kairi,559.0,0.01588710908932394,556.0,3,19
kamilius,494.0,0.016987414788510024,488.0,6,15
kanashimi,603.0,0.11894266433794405,599.0,4,3
kehvo,11938.0,0.14319824281679702,11590.0,348,45
kkero,980.0,0.016722254119033456,976.0,4,31
kkkkkkkkk,11967.0,0.1271319479589083,11711.0,256,51
kngo,1198.0,0.1251630450952585,1192.0,6,5
koisi,1577.0,0.043039145198672774,1550.0,27,18
konseki,629.0,0.017247505440783135,628.0,1,20
kyeahoo,29001.0,0.14813350490765503,28449.0,552,97
lamb,811.0,0.11927218581487592,811.0,0,4
linn,2466.0,0.15363370344631175,2377.0,89,9
lll,174.0,0.016924436850125357,174.0,0,6
lobellan,4083.0,0.13213319974717988,3956.0,127,16
looki,1751.0,0.1509901558582619,1689.0,62,6
manuemdo,87.0,0.014706298729318936,87.0,0,3
many,16007.0,0.13894427111071966,15727.0,280,61
marlon,2161.0,0.0161800467761095,2143.0,18,67
meight,1682.0,0.1366079082481792,1666.0,16,7
miaemi,65.0,0.019993304567772652,65.0,0,2
micaO,4042.0,0.1441357805865789,3811.0,231,15
miflond,2014.0,0.08813309160624029,224.0,1790,12
mikasa,1731.0,0.10824850603495709,148.0,1583,9
milkyway,8586.0,0.10867778181634613,1039.0,7547,40
minemaciek,2289.0,0.015836768965897606,2266.0,23,75
moe,4395.0,0.09600286320559187,526.0,3869,24
monkaS,1409.0,0.01627074675908781,1399.0,10,43
naau,7783.0,0.11206453934994741,813.0,6970,36
naiyou,8311.0,0.11658824487534997,1067.0,7244,36
nicolaiy,2855.0,0.10983172982840915,355.0,2500,14
nrmn,2105.0,0.14074743140951962,2072.0,33,8
nuc,12398.0,0.13977137209598892,12059.0,339,42
nvillada,6392.0,0.12542985087499844,6237.0,155,25
pan,10498.0,0.13374189292100097,10100.0,398,41
pinvvei,27.0,0.015544041450777202,27.0,0,1
playcool,11119.0,0.14482448122033098,10843.0,276,40
ppgod,2626.0,0.018680257369469936,2607.0,19,73
pr1me,7629.0,0.13130197675234903,7397.0,232,31
ptt,1849.0,0.13683676463919292,1840.0,9,9
putaogou,1313.0,0.10999031962466477,139.0,1174,7
qiuyu,1839.0,0.11483979322885515,1822.0,17,9
qlibali,806.0,0.10375735166939584,86.0,720,5
raedz,5194.0,0.14601891385113058,5031.0,163,17
raining,15506.0,0.15701781416731422,14790.0,716,52
rajed,3224.0,0.11127610573544794,3195.0,29,16
rakii,12782.0,0.14170916864966185,12313.0,469,48
random,4280.0,0.12503202586326084,4191.0,89,18
rcg,265.0,0.1426264800861141,265.0,0,1
reje,5554.0,0.14281229885321825,5362.0,192,22
risdrengen,282.0,0.12134251290877797,282.0,0,1
rovex,1164.0,0.017336575285803173,1159.0,5,33
rre,9001.0,0.1191096860915212,8848.0,153,44
rym,7813.0,0.131822367936946,7688.0,125,30
sSephix,126.0,0.11101321585903083,126.0,0,1
sajed,11768.0,0.1620831404554761,11340.0,428,37
salgueir0,163.0,0.08980716253443526,18.0,145,1
sanghyeon,1324.0,0.017815006496189816,1315.0,9,37
sarolu,8414.0,0.10450181901656802,1055.0,7359,42
sasi,12941.0,0.12869364674366757,12610.0,331,52
scamber,1468.0,0.017392682649127047,1457.0,11,44
scuro,10217.0,0.14832527978586013,9924.0,293,36
seaz,2171.0,0.017671293542386633,2130.0,41,63
selenex,6134.0,0.12578234050446005,6096.0,38,27
shanji,11292.0,0.12373248879400045,10934.0,358,47
sheer,24841.0,0.1292310541213955,24557.0,284,99
shibi,13434.0,0.10930265376153586,1303.0,12131,65
shidolovell,183.0,0.09713375796178345,11.0,172,1
shochi,4396.0,0.13999261593648607,4346.0,50,17
sinian,1864.0,0.12583715314758706,1852.0,12,7
skakavka,3171.0,0.14383314239463593,3033.0,138,11
smifi,544.0,0.013968845974715387,544.0,0,21
soap,586.0,0.13573159952520364,575.0,11,2
sorrow,2277.0,0.10267339258492349,265.0,2012,11
soul1,8283.0,0.10167716588222267,1024.0,7259,43
starkyy,6268.0,0.1199788620398399,6216.0,52,27
sucuranbul,5552.0,0.12061819678243145,5500.0,52,26
svns,9002.0,0.14914461072875032,8598.0,404,30
tinowns,11148.0,0.14303948992426646,10836.0,312,38
tockers,28.0,0.01606425702811245,28.0,0,1
tol2,11188.0,0.1200138416821771,10947.0,241,53
tomomaso,5405.0,0.142074874588434,5209.0,196,20
tonyroo,658.0,0.10528482095799635,654.0,4,4
towhat,44.0,0.014018130759119105,44.0,0,2
twohoyrz,7911.0,0.13519681980990142,7770.0,141,29
tyrin,10256.0,0.13298534132362835,10090.0,166,38
uZent,1512.0,0.0213109777895839,1500.0,12,37
uden,660.0,0.015505714032438238,660.0,0,21
uroskg,3098.0,0.09540258874280634,462.0,2636,20
v1SaG3,1947.0,0.1298087797220103,1913.0,34,8
vayu,4684.0,0.11411943424592504,4618.0,66,23
vital,14169.0,0.1298023226682026,13485.0,684,55
welcom,17787.0,0.12807477706266793,17377.0,410,75
whisper,7702.0,0.10867423316153009,817.0,6885,39
whiteinn,2994.0,0.015726197368650875,2962.0,32,100
wild,1295.0,0.1267222777937487,1275.0,20,6
wittman,5031.0,0.14905994583636656,4858.0,173,17
xGenesis,4941.0,0.12379147793953083,4733.0,208,20
xKenzuke,15218.0,0.14746744957520067,14627.0,591,53
xLiang,1399.0,0.15060028764349281,1381.0,18,5
xMatty,5336.0,0.1429347164294502,5142.0,194,20
xRoyal,221.0,0.14076433121019108,205.0,16,1
xddyuki,10965.0,0.156109836530969,10423.0,542,37
xiaofang,5024.0,0.11174440802843695,473.0,4551,23
xiaohuangren,5064.0,0.11282460292925926,576.0,4488,24
xinsheng,2085.0,0.1247674493833002,2071.0,14,10
xqw,13692.0,0.13508340637978777,13441.0,251,52
xyno,11378.0,0.1409128901662788,11157.0,221,42
yanjee,417.0,0.10117663775562402,33.0,384,2
yeti,7947.0,0.1251821770599541,7830.0,117,31
zamulek,21972.0,0.1501809875414649,20739.0,1233,75
zay,1038.0,0.01609069063441528,1037.0,1,31
zeen,2547.0,0.10272329542452305,349.0,2198,13
zorenous,930.0,0.13026226670956972,914.0,16,4
zynts,9857.0,0.13803570467362491,9502.0,355,37
zzeta,1445.0,0.14846408288006133,1394.0,51,5
Évangelyne,2981.0,0.15056479367654527,2889.0,92,11
